postcode,locality,state,type,status,lat,lng,sa1_code_2021,sa1_name_2021,sa2_code_2021,sa2_name_2021,lga_name,lga_code
3865,LINDENOW,VIC,Delivery Area,Updated 6-Feb-2020,-37.7994292,147.468383,20502108202,Walpa,205021082,Bruthen - Omeo,East Gippsland,22110
3869,JUMBUK,VIC,Delivery Area,Updated 6-Feb-2020,-38.3747997,146.4051598,20504109437,Yinnar,205041094,Churchill,Latrobe (Vic.),23810
3869,YINNAR,VIC,Delivery Area,Updated 6-Feb-2020,-38.316667,146.316667,20504109437,Yinnar,205041094,Churchill,Latrobe (Vic.),23810
3869,YINNAR SOUTH,VIC,Delivery Area,Updated 6-Feb-2020,-38.383333,146.383333,20504109437,Yinnar,205041094,Churchill,Latrobe (Vic.),23810
3870,BOOLARRA,VIC,Delivery Area,Updated 6-Feb-2020,-38.383333,146.266667,20505110404,Wonyip,205051104,Yarram,Wellington,26810
3870,BOOLARRA SOUTH,VIC,Delivery Area,Updated 6-Feb-2020,-38.419077,146.2666008,20505110404,Wonyip,205051104,Yarram,Wellington,26810
3870,BUDGEREE,VIC,Delivery Area,Updated 6-Feb-2020,-38.4201593,146.3411655,20505110404,Wonyip,205051104,Yarram,Wellington,26810
3870,BUDGEREE EAST,VIC,Delivery Area,Updated 6-Feb-2020,-38.45,146.38,20505110404,Wonyip,205051104,Yarram,Wellington,26810
3870,GRAND RIDGE,VIC,Delivery Area,Updated 6-Feb-2020,-38.4431454,146.3184541,20505110404,Wonyip,205051104,Yarram,Wellington,26810
3870,JOHNSTONES HILL,VIC,Delivery Area,Updated 6-Feb-2020,-38.3804,146.291,20505110404,Wonyip,205051104,Yarram,Wellington,26810
3870,MIRBOO EAST,VIC,Delivery Area,Updated 6-Feb-2020,-38.3950602,146.1498411,20505110404,Wonyip,205051104,Yarram,Wellington,26810
3871,ALLAMBEE RESERVE,VIC,Delivery Area,Updated 6-Feb-2020,-38.3022517,146.0528724,20504109409,Mirboo,205041094,Churchill,Baw Baw,20830
3871,ALLAMBEE SOUTH,VIC,Delivery Area,Updated 6-Feb-2020,-38.3485607,146.1086461,20504109409,Mirboo,205041094,Churchill,Baw Baw,20830
3871,BAROMI,VIC,Delivery Area,Updated 6-Feb-2020,-38.4024468,146.1770148,20504109409,Mirboo,205041094,Churchill,Baw Baw,20830
3871,DARLIMURLA,VIC,Delivery Area,Updated 6-Feb-2020,-38.4148139,146.2122654,20504109409,Mirboo,205041094,Churchill,Baw Baw,20830
3871,DELBURN,VIC,Delivery Area,Updated 6-Feb-2020,-38.3188255,146.2264351,20504109409,Mirboo,205041094,Churchill,Baw Baw,20830
3871,DOLLAR,VIC,Delivery Area,Updated 6-Feb-2020,-38.5573,146.176,20504109409,Mirboo,205041094,Churchill,Baw Baw,20830
3871,LIMONITE,VIC,Delivery Area,Updated 6-Feb-2020,-38.4187,146.237,20504109409,Mirboo,205041094,Churchill,Baw Baw,20830
3871,MIRBOO,VIC,Delivery Area,Updated 6-Feb-2020,-38.3950602,146.1498411,20504109409,Mirboo,205041094,Churchill,Baw Baw,20830
3871,MIRBOO NORTH,VIC,Delivery Area,Updated 6-Feb-2020,-38.3950602,146.1498411,20504109409,Mirboo,205041094,Churchill,Baw Baw,20830
3871,TARWIN EAST,VIC,Delivery Area,Updated 6-Feb-2020,-38.405,146.181,20504109409,Mirboo,205041094,Churchill,Baw Baw,20830
3873,GORMANDALE,VIC,Delivery Area,Updated 6-Feb-2020,-38.3016024,146.6738329,20505110206,Willung,205051102,Rosedale,Wellington,26810
3874,CARRAJUNG SOUTH,VIC,Delivery Area,Updated 6-Feb-2020,-38.3871131,146.7991439,20505110411,Woodside Beach,205051104,Yarram,Wellington,26810
3874,CHERRILONG,VIC,Delivery Area,Updated 6-Feb-2020,-38.58,146.88,20505110411,Woodside Beach,205051104,Yarram,Wellington,26810
3874,MCLOUGHLINS BEACH,VIC,Delivery Area,Updated 6-Feb-2020,-38.608611,146.903889,20505110411,Woodside Beach,205051104,Yarram,Wellington,26810
3874,WOODSIDE,VIC,Delivery Area,Updated 6-Feb-2020,-38.5206202,146.8950786,20505110411,Woodside Beach,205051104,Yarram,Wellington,26810
3874,WOODSIDE BEACH,VIC,Delivery Area,Updated 6-Feb-2020,-38.5452519,146.9745677,20505110411,Woodside Beach,205051104,Yarram,Wellington,26810
3874,WOODSIDE NORTH,VIC,Delivery Area,Updated 6-Feb-2020,-38.4219075,146.8226797,20505110411,Woodside Beach,205051104,Yarram,Wellington,26810
3875,BAIRNSDALE,VIC,Delivery Area,Updated 6-Feb-2020,-37.833333,147.616667,20502108617,Raymond Island,205021086,Paynesville,East Gippsland,22110
3875,BANKSIA PENINSULA,VIC,Delivery Area,Updated 6-Feb-2020,-37.9518,147.674,20502108617,Raymond Island,205021086,Paynesville,East Gippsland,22110
3875,BENGWORDEN,VIC,Delivery Area,Updated 6-Feb-2020,-37.9749719,147.4629594,20502108617,Raymond Island,205021086,Paynesville,East Gippsland,22110
3875,BROADLANDS,VIC,Delivery Area,Updated 6-Feb-2020,-37.8468121,147.6799159,20502108617,Raymond Island,205021086,Paynesville,East Gippsland,22110
3875,BULLUMWAAL,VIC,Delivery Area,Updated 6-Feb-2020,-37.6716417,147.5657205,20502108617,Raymond Island,205021086,Paynesville,East Gippsland,22110
3875,CALULU,VIC,Delivery Area,Updated 6-Feb-2020,-37.7818188,147.5193106,20502108617,Raymond Island,205021086,Paynesville,East Gippsland,22110
3875,CLIFTON CREEK,VIC,Delivery Area,Updated 6-Feb-2020,-37.7114587,147.691206,20502108617,Raymond Island,205021086,Paynesville,East Gippsland,22110
3875,DEPTFORD,VIC,Delivery Area,Updated 6-Feb-2020,-37.5662068,147.6883849,20502108617,Raymond Island,205021086,Paynesville,East Gippsland,22110
3875,EAST BAIRNSDALE,VIC,Delivery Area,Updated 6-Feb-2020,-37.8361684,147.6495717,20502108617,Raymond Island,205021086,Paynesville,East Gippsland,22110
3875,EASTWOOD,VIC,Delivery Area,Updated 6-Feb-2020,-37.8134,147.63,20502108617,Raymond Island,205021086,Paynesville,East Gippsland,22110
3875,ELLASWOOD,VIC,Delivery Area,Updated 6-Feb-2020,-37.7837112,147.5751417,20502108617,Raymond Island,205021086,Paynesville,East Gippsland,22110
3875,FAIRY DELL,VIC,Delivery Area,Updated 6-Feb-2020,-37.6887426,147.7573626,20502108617,Raymond Island,205021086,Paynesville,East Gippsland,22110
3875,FLAGGY CREEK,VIC,Delivery Area,Updated 6-Feb-2020,-37.7553132,147.4796981,20502108617,Raymond Island,205021086,Paynesville,East Gippsland,22110
3875,FORGE CREEK,VIC,Delivery Area,Updated 6-Feb-2020,-37.9311827,147.6141587,20502108617,Raymond Island,205021086,Paynesville,East Gippsland,22110
3875,GOON NURE,VIC,Delivery Area,Updated 6-Feb-2020,-37.9767763,147.5871797,20502108617,Raymond Island,205021086,Paynesville,East Gippsland,22110
3875,GRANITE ROCK,VIC,Delivery Area,Updated 6-Feb-2020,-37.7573323,147.6722422,20502108617,Raymond Island,205021086,Paynesville,East Gippsland,22110
3875,HILLSIDE,VIC,Delivery Area,Updated 6-Feb-2020,-37.826996,147.5366825,20502108617,Raymond Island,205021086,Paynesville,East Gippsland,22110
3875,HOLLANDS LANDING,VIC,Delivery Area,Updated 6-Feb-2020,-38.048,147.461,20502108617,Raymond Island,205021086,Paynesville,East Gippsland,22110
3875,IGUANA CREEK,VIC,Delivery Area,Updated 6-Feb-2020,-37.7524046,147.3644833,20502108617,Raymond Island,205021086,Paynesville,East Gippsland,22110
3875,LINDENOW SOUTH,VIC,Delivery Area,Updated 6-Feb-2020,-37.8261072,147.4388572,20502108617,Raymond Island,205021086,Paynesville,East Gippsland,22110
3875,LUCKNOW,VIC,Delivery Area,Updated 6-Feb-2020,-37.8115088,147.6779106,20502108617,Raymond Island,205021086,Paynesville,East Gippsland,22110
3875,MARTHAVALE,VIC,Delivery Area,Updated 6-Feb-2020,-37.4443,147.508,20502108617,Raymond Island,205021086,Paynesville,East Gippsland,22110
3875,MELWOOD,VIC,Delivery Area,Updated 6-Feb-2020,-37.7417323,147.5051616,20502108617,Raymond Island,205021086,Paynesville,East Gippsland,22110
3875,MERRIJIG,VIC,Delivery Area,Updated 6-Feb-2020,-37.7074693,147.5375304,20502108617,Raymond Island,205021086,Paynesville,East Gippsland,22110
3875,MOUNT TAYLOR,VIC,Delivery Area,Updated 6-Feb-2020,-37.7322467,147.5893027,20502108617,Raymond Island,205021086,Paynesville,East Gippsland,22110
3875,NEWLANDS ARM,VIC,Delivery Area,Updated 6-Feb-2020,-37.9277583,147.692083,20502108617,Raymond Island,205021086,Paynesville,East Gippsland,22110
3875,RYANS,VIC,Delivery Area,Updated 6-Feb-2020,-37.5519,147.474,20502108617,Raymond Island,205021086,Paynesville,East Gippsland,22110
3875,SARSFIELD,VIC,Delivery Area,Updated 6-Feb-2020,-37.7438718,147.7686461,20502108617,Raymond Island,205021086,Paynesville,East Gippsland,22110
3875,TABBERABBERA,VIC,Delivery Area,Updated 6-Feb-2020,-37.5480156,147.4014224,20502108617,Raymond Island,205021086,Paynesville,East Gippsland,22110
3875,WALPA,VIC,Delivery Area,Updated 6-Feb-2020,-37.7939691,147.3892119,20502108617,Raymond Island,205021086,Paynesville,East Gippsland,22110
3875,WATERHOLES,VIC,Delivery Area,Updated 6-Feb-2020,-37.6486269,147.719636,20502108617,Raymond Island,205021086,Paynesville,East Gippsland,22110
3875,WENTWORTH,VIC,Delivery Area,Updated 6-Feb-2020,-37.3086,147.488,20502108617,Raymond Island,205021086,Paynesville,East Gippsland,22110
3875,WOODGLEN,VIC,Delivery Area,Updated 6-Feb-2020,-37.7749385,147.3892119,20502108617,Raymond Island,205021086,Paynesville,East Gippsland,22110
3875,WUK WUK,VIC,Delivery Area,Updated 6-Feb-2020,-37.7563119,147.4309105,20502108617,Raymond Island,205021086,Paynesville,East Gippsland,22110
3875,WY YUNG,VIC,Delivery Area,Updated 6-Feb-2020,-37.8035174,147.6191276,20502108617,Raymond Island,205021086,Paynesville,East Gippsland,22110
3878,EAGLE POINT,VIC,Delivery Area,Updated 6-Feb-2020,-37.9067566,147.6779106,20502108617,Raymond Island,205021086,Paynesville,East Gippsland,22110
3880,BOOLE POOLE,VIC,Delivery Area,Updated 6-Feb-2020,-37.8993247,147.7902372,20505110007,Seacombe,205051100,Longford - Loch Sport,Wellington,26810
3880,OCEAN GRANGE,VIC,Delivery Area,Updated 6-Feb-2020,-37.9968555,147.6893783,20505110007,Seacombe,205051100,Longford - Loch Sport,Wellington,26810
3880,PAYNESVILLE,VIC,Delivery Area,Updated 6-Feb-2020,-37.9112576,147.7123335,20505110007,Seacombe,205051100,Longford - Loch Sport,Wellington,26810
3880,RAYMOND ISLAND,VIC,Delivery Area,Updated 6-Feb-2020,-37.916667,147.733333,20505110007,Seacombe,205051100,Longford - Loch Sport,Wellington,26810
3882,NICHOLSON,VIC,Delivery Area,Updated 6-Feb-2020,-37.8071978,147.7573,20502108301,Raymond Island,205021083,Lake King,East Gippsland,22110
3885,BRUMBY,VIC,Delivery Area,Updated 6-Feb-2020,-37.0161,148.07,20502108515,Wulgulmerang West,205021085,Orbost,East Gippsland,22110
3885,BRUTHEN,VIC,Delivery Area,Updated 6-Feb-2020,-37.7135193,147.8339017,20502108515,Wulgulmerang West,205021085,Orbost,East Gippsland,22110
3885,BUCHAN,VIC,Delivery Area,Updated 6-Feb-2020,-37.5121541,148.165845,20502108515,Wulgulmerang West,205021085,Orbost,East Gippsland,22110
3885,BUCHAN SOUTH,VIC,Delivery Area,Updated 6-Feb-2020,-37.539995,148.1239027,20502108515,Wulgulmerang West,205021085,Orbost,East Gippsland,22110
3885,BUTCHERS RIDGE,VIC,Delivery Area,Updated 6-Feb-2020,-37.2471181,148.2507284,20502108515,Wulgulmerang West,205021085,Orbost,East Gippsland,22110
3885,GELANTIPY,VIC,Delivery Area,Updated 6-Feb-2020,-37.147539,148.2526703,20502108515,Wulgulmerang West,205021085,Orbost,East Gippsland,22110
3885,MOSSIFACE,VIC,Delivery Area,Updated 6-Feb-2020,-37.7451219,147.8197188,20502108515,Wulgulmerang West,205021085,Orbost,East Gippsland,22110
3885,MURRINDAL,VIC,Delivery Area,Updated 6-Feb-2020,-37.3987231,148.2152799,20502108515,Wulgulmerang West,205021085,Orbost,East Gippsland,22110
3885,SUGGAN BUGGAN,VIC,Delivery Area,Updated 6-Feb-2020,-36.9406813,148.3478487,20502108515,Wulgulmerang West,205021085,Orbost,East Gippsland,22110
3885,TAMBO UPPER,VIC,Delivery Area,Updated 6-Feb-2020,-37.7718005,147.8116993,20502108515,Wulgulmerang West,205021085,Orbost,East Gippsland,22110
3885,TIMBARRA,VIC,Delivery Area,Updated 6-Feb-2020,-37.4912025,147.9333322,20502108515,Wulgulmerang West,205021085,Orbost,East Gippsland,22110
3885,W TREE,VIC,Delivery Area,Updated 6-Feb-2020,-37.3217231,148.238042,20502108515,Wulgulmerang West,205021085,Orbost,East Gippsland,22110
3885,WISELEIGH,VIC,Delivery Area,Updated 6-Feb-2020,-37.7125989,147.7913421,20502108515,Wulgulmerang West,205021085,Orbost,East Gippsland,22110
3885,WULGULMERANG,VIC,Delivery Area,Updated 6-Feb-2020,-37.0087952,148.2747684,20502108515,Wulgulmerang West,205021085,Orbost,East Gippsland,22110
3885,WULGULMERANG EAST,VIC,Delivery Area,Updated 6-Feb-2020,-37.0982656,148.2544511,20502108515,Wulgulmerang West,205021085,Orbost,East Gippsland,22110
3885,WULGULMERANG WEST,VIC,Delivery Area,Updated 6-Feb-2020,-37.2249496,148.1086105,20502108515,Wulgulmerang West,205021085,Orbost,East Gippsland,22110
3885,YALMY,VIC,Delivery Area,Updated 6-Feb-2020,-37.4809794,148.281616,20502108515,Wulgulmerang West,205021085,Orbost,East Gippsland,22110
3886,NEWMERELLA,VIC,Delivery Area,Updated 6-Feb-2020,-37.7514308,148.42875,20502108517,Newmerella,205021085,Orbost,East Gippsland,22110
3887,LAKE TYERS,VIC,Delivery Area,Updated 6-Feb-2020,-37.8396304,148.1238154,20502108518,Toorloo Arm,205021085,Orbost,East Gippsland,22110
3887,NOWA NOWA,VIC,Delivery Area,Updated 6-Feb-2020,-37.7343937,148.0867723,20502108518,Toorloo Arm,205021085,Orbost,East Gippsland,22110
3887,WAIREWA,VIC,Delivery Area,Updated 6-Feb-2020,-37.7175268,148.1639603,20502108518,Toorloo Arm,205021085,Orbost,East Gippsland,22110
3888,BENDOC,VIC,Delivery Area,Updated 6-Feb-2020,-37.1347462,148.9105482,20502108517,Newmerella,205021085,Orbost,East Gippsland,22110
3888,BETE BOLONG,VIC,Delivery Area,Updated 6-Feb-2020,-37.7092607,148.3937975,20502108517,Newmerella,205021085,Orbost,East Gippsland,22110
3888,BETE BOLONG NORTH,VIC,Delivery Area,Updated 6-Feb-2020,-37.5892422,148.290893,20502108517,Newmerella,205021085,Orbost,East Gippsland,22110
3888,BONANG,VIC,Delivery Area,Updated 6-Feb-2020,-37.1764711,148.6825219,20502108517,Newmerella,205021085,Orbost,East Gippsland,22110
3888,BRODRIBB RIVER,VIC,Delivery Area,Updated 6-Feb-2020,-37.7784742,148.5439613,20502108517,Newmerella,205021085,Orbost,East Gippsland,22110
3888,CABANANDRA,VIC,Delivery Area,Updated 6-Feb-2020,-37.0999706,148.6910549,20502108517,Newmerella,205021085,Orbost,East Gippsland,22110
3888,CAPE CONRAN,VIC,Delivery Area,Updated 6-Feb-2020,-37.7927389,148.7188591,20502108517,Newmerella,205021085,Orbost,East Gippsland,22110
3888,CORRINGLE,VIC,Delivery Area,Updated 6-Feb-2020,-37.7824449,148.4433762,20502108517,Newmerella,205021085,Orbost,East Gippsland,22110
3888,DEDDICK VALLEY,VIC,Delivery Area,Updated 6-Feb-2020,-37.0804727,148.4112283,20502108517,Newmerella,205021085,Orbost,East Gippsland,22110
3888,DELEGATE RIVER,VIC,Delivery Area,Updated 6-Feb-2020,-37.0634,148.798,20502108517,Newmerella,205021085,Orbost,East Gippsland,22110
3888,DELEGATE RIVER EAST,VIC,Delivery Area,Updated 6-Feb-2020,-37.0634036,148.7979127,20502108517,Newmerella,205021085,Orbost,East Gippsland,22110
3888,DELLICKNORA,VIC,Delivery Area,Updated 6-Feb-2020,-37.114129,148.671541,20502108517,Newmerella,205021085,Orbost,East Gippsland,22110
3888,GOONGERAH,VIC,Delivery Area,Updated 6-Feb-2020,-37.35,148.7,20502108517,Newmerella,205021085,Orbost,East Gippsland,22110
3888,HAYDENS BOG,VIC,Delivery Area,Updated 6-Feb-2020,-37.1049248,148.8696613,20502108517,Newmerella,205021085,Orbost,East Gippsland,22110
3888,JARRAHMOND,VIC,Delivery Area,Updated 6-Feb-2020,-37.6902765,148.4156549,20502108517,Newmerella,205021085,Orbost,East Gippsland,22110
3888,LOCHEND,VIC,Delivery Area,Updated 6-Feb-2020,-37.7404294,148.5052663,20502108517,Newmerella,205021085,Orbost,East Gippsland,22110
3888,MARLO,VIC,Delivery Area,Updated 6-Feb-2020,-37.796,148.531,20502108517,Newmerella,205021085,Orbost,East Gippsland,22110
3888,MARTINS CREEK,VIC,Delivery Area,Updated 6-Feb-2020,-32.55,151.616667,20502108517,Newmerella,205021085,Orbost,East Gippsland,22110
3888,NURRAN,VIC,Delivery Area,Updated 6-Feb-2020,-37.396581,148.5912894,20502108517,Newmerella,205021085,Orbost,East Gippsland,22110
3888,OMEO VALLEY,VIC,Delivery Area,Updated 6-Feb-2020,-36.9546793,147.6360481,20502108517,Newmerella,205021085,Orbost,East Gippsland,22110
3888,ORBOST,VIC,Delivery Area,Updated 6-Feb-2020,-37.7028259,148.4653469,20502108517,Newmerella,205021085,Orbost,East Gippsland,22110
3888,SIMPSONS CREEK,VIC,Delivery Area,Updated 6-Feb-2020,-37.7450776,148.3523807,20502108517,Newmerella,205021085,Orbost,East Gippsland,22110
3888,TOSTAREE,VIC,Delivery Area,Updated 6-Feb-2020,-37.7503304,148.189648,20502108517,Newmerella,205021085,Orbost,East Gippsland,22110
3888,TUBBUT,VIC,Delivery Area,Updated 6-Feb-2020,-37.1051517,148.6354972,20502108517,Newmerella,205021085,Orbost,East Gippsland,22110
3888,WAYGARA,VIC,Delivery Area,Updated 6-Feb-2020,-37.750452,148.3186102,20502108517,Newmerella,205021085,Orbost,East Gippsland,22110
3888,WOMBAT CREEK,VIC,Delivery Area,Updated 6-Feb-2020,-37.7573077,148.2891394,20502108517,Newmerella,205021085,Orbost,East Gippsland,22110
3889,BELL BIRD CREEK,VIC,Delivery Area,Updated 6-Feb-2020,-37.6535,148.814,20502108517,Newmerella,205021085,Orbost,East Gippsland,22110
3889,BELLBIRD CREEK,VIC,Delivery Area,Updated 6-Feb-2020,-37.6535235,148.8137548,20502108517,Newmerella,205021085,Orbost,East Gippsland,22110
3889,BEMM RIVER,VIC,Delivery Area,Updated 6-Feb-2020,-37.7590189,148.9606122,20502108517,Newmerella,205021085,Orbost,East Gippsland,22110
3889,CABBAGE TREE CREEK,VIC,Delivery Area,Updated 6-Feb-2020,-37.6983515,148.715807,20502108517,Newmerella,205021085,Orbost,East Gippsland,22110
3889,CLUB TERRACE,VIC,Delivery Area,Updated 6-Feb-2020,-37.5187171,148.9303017,20502108517,Newmerella,205021085,Orbost,East Gippsland,22110
3889,COMBIENBAR,VIC,Delivery Area,Updated 6-Feb-2020,-37.4059446,149.008783,20502108517,Newmerella,205021085,Orbost,East Gippsland,22110
3889,ERRINUNDRA,VIC,Delivery Area,Updated 6-Feb-2020,-37.4648602,148.7505879,20502108517,Newmerella,205021085,Orbost,East Gippsland,22110
3889,MANORINA,VIC,Delivery Area,Updated 6-Feb-2020,-37.6725526,148.7936448,20502108517,Newmerella,205021085,Orbost,East Gippsland,22110
3890,BULDAH,VIC,Delivery Area,Updated 6-Feb-2020,-37.2788614,149.1440045,20502108512,Tonghi Creek,205021085,Orbost,East Gippsland,22110
3890,CANN RIVER,VIC,Delivery Area,Updated 6-Feb-2020,-37.566667,149.15,20502108512,Tonghi Creek,205021085,Orbost,East Gippsland,22110
3890,CHANDLERS CREEK,VIC,Delivery Area,Updated 6-Feb-2020,-37.334385,149.2043105,20502108512,Tonghi Creek,205021085,Orbost,East Gippsland,22110
3890,NOORINBEE,VIC,Delivery Area,Updated 6-Feb-2020,-37.5096536,149.1705795,20502108512,Tonghi Creek,205021085,Orbost,East Gippsland,22110
3890,NOORINBEE NORTH,VIC,Delivery Area,Updated 6-Feb-2020,-37.424735,149.1942574,20502108512,Tonghi Creek,205021085,Orbost,East Gippsland,22110
3890,TAMBOON,VIC,Delivery Area,Updated 6-Feb-2020,-37.7989269,149.2752202,20502108512,Tonghi Creek,205021085,Orbost,East Gippsland,22110
3890,TONGHI CREEK,VIC,Delivery Area,Updated 6-Feb-2020,-37.5619138,149.0618209,20502108512,Tonghi Creek,205021085,Orbost,East Gippsland,22110
3890,WEERAGUA,VIC,Delivery Area,Updated 6-Feb-2020,-37.5621735,149.1960526,20502108512,Tonghi Creek,205021085,Orbost,East Gippsland,22110
3891,GENOA,VIC,Delivery Area,Updated 6-Feb-2020,-37.4510835,149.696092,20502108521,Wroxham,205021085,Orbost,East Gippsland,22110
3891,GIPSY POINT,VIC,Delivery Area,Updated 6-Feb-2020,-37.4835989,149.673809,20502108521,Wroxham,205021085,Orbost,East Gippsland,22110
3891,MARAMINGO CREEK,VIC,Delivery Area,Updated 6-Feb-2020,-37.4323557,149.6308682,20502108521,Wroxham,205021085,Orbost,East Gippsland,22110
3891,WALLAGARAUGH,VIC,Delivery Area,Updated 6-Feb-2020,-37.3427729,149.6726338,20502108521,Wroxham,205021085,Orbost,East Gippsland,22110
3891,WANGARABELL,VIC,Delivery Area,Updated 6-Feb-2020,-37.3898326,149.511036,20502108521,Wroxham,205021085,Orbost,East Gippsland,22110
3891,WINGAN RIVER,VIC,Delivery Area,Updated 6-Feb-2020,-37.5346078,149.3921944,20502108521,Wroxham,205021085,Orbost,East Gippsland,22110
3891,WROXHAM,VIC,Delivery Area,Updated 6-Feb-2020,-37.3425735,149.4808994,20502108521,Wroxham,205021085,Orbost,East Gippsland,22110
3892,MALLACOOTA,VIC,Delivery Area,Updated 6-Feb-2020,-37.5130708,149.7718067,20502108522,Mallacoota,205021085,Orbost,East Gippsland,22110
3893,DOUBLE BRIDGES,VIC,Delivery Area,Updated 6-Feb-2020,-37.6278133,147.8483965,20502108223,Wentworth (Vic.),205021082,Bruthen - Omeo,East Gippsland,22110
3893,STIRLING,VIC,Delivery Area,Updated 6-Feb-2020,-37.4518888,147.7101041,20502108223,Wentworth (Vic.),205021082,Bruthen - Omeo,East Gippsland,22110
3893,TAMBO CROSSING,VIC,Delivery Area,Updated 6-Feb-2020,-37.4960033,147.8548453,20502108223,Wentworth (Vic.),205021082,Bruthen - Omeo,East Gippsland,22110
3895,DOCTORS FLAT,VIC,Delivery Area,Updated 6-Feb-2020,-37.2996064,147.740283,20502108220,Timbarra (Vic.),205021082,Bruthen - Omeo,East Gippsland,22110
3895,ENSAY,VIC,Delivery Area,Updated 6-Feb-2020,-37.3820435,147.8151071,20502108220,Timbarra (Vic.),205021082,Bruthen - Omeo,East Gippsland,22110
3895,ENSAY NORTH,VIC,Delivery Area,Updated 6-Feb-2020,-37.323719,147.837458,20502108220,Timbarra (Vic.),205021082,Bruthen - Omeo,East Gippsland,22110
3895,REEDY CREEK,VIC,Delivery Area,Updated 6-Feb-2020,-37.2652467,145.1486206,20502108220,Timbarra (Vic.),205021082,Bruthen - Omeo,East Gippsland,22110
3895,REEDY FLAT,VIC,Delivery Area,Updated 6-Feb-2020,-37.3997,147.913,20502108220,Timbarra (Vic.),205021082,Bruthen - Omeo,East Gippsland,22110
3896,BINDI,VIC,Delivery Area,Updated 6-Feb-2020,-37.1429517,147.8151071,20502108223,Wentworth (Vic.),205021082,Bruthen - Omeo,East Gippsland,22110
3896,BROOKVILLE,VIC,Delivery Area,Updated 6-Feb-2020,-37.3125256,147.640009,20502108223,Wentworth (Vic.),205021082,Bruthen - Omeo,East Gippsland,22110
3896,NUNNIONG,VIC,Delivery Area,Updated 6-Feb-2020,-37.2241522,147.9541666,20502108223,Wentworth (Vic.),205021082,Bruthen - Omeo,East Gippsland,22110
3896,SWIFTS CREEK,VIC,Delivery Area,Updated 6-Feb-2020,-37.250278,147.712222,20502108223,Wentworth (Vic.),205021082,Bruthen - Omeo,East Gippsland,22110
3896,TONGIO,VIC,Delivery Area,Updated 6-Feb-2020,-37.1875811,147.7253954,20502108223,Wentworth (Vic.),205021082,Bruthen - Omeo,East Gippsland,22110
3898,ANGLERS REST,VIC,Delivery Area,Updated 6-Feb-2020,-36.9939045,147.4819571,20502108211,Tongio,205021082,Bruthen - Omeo,Alpine,20110
3898,BINGO,VIC,Delivery Area,Updated 6-Feb-2020,-37.0162321,147.5748824,20502108211,Tongio,205021082,Bruthen - Omeo,Alpine,20110
3898,BINGO MUNJIE,VIC,Delivery Area,Updated 6-Feb-2020,-37.0162321,147.5748824,20502108211,Tongio,205021082,Bruthen - Omeo,Alpine,20110
3898,BUNDARA,VIC,Delivery Area,Updated 6-Feb-2020,-36.9778224,147.3397643,20502108211,Tongio,205021082,Bruthen - Omeo,Alpine,20110
3898,CASSILIS,VIC,Delivery Area,Updated 6-Feb-2020,-37.2109679,147.5988028,20502108211,Tongio,205021082,Bruthen - Omeo,Alpine,20110
3898,COBUNGRA,VIC,Delivery Area,Updated 6-Feb-2020,-37.0881747,147.403641,20502108211,Tongio,205021082,Bruthen - Omeo,Alpine,20110
3898,DINNER PLAIN,VIC,Delivery Area,Updated 6-Feb-2020,-37.0238277,147.2413889,20502108211,Tongio,205021082,Bruthen - Omeo,Alpine,20110
3898,GLEN VALLEY,VIC,Delivery Area,Updated 6-Feb-2020,-36.8805567,147.4694437,20502108211,Tongio,205021082,Bruthen - Omeo,Alpine,20110
3898,GLEN WILLS,VIC,Delivery Area,Updated 6-Feb-2020,-36.8368292,147.4971151,20502108211,Tongio,205021082,Bruthen - Omeo,Alpine,20110
3898,HINNOMUNJIE,VIC,Delivery Area,Updated 6-Feb-2020,-37.0180032,147.6490239,20502108211,Tongio,205021082,Bruthen - Omeo,Alpine,20110
3898,OMEO,VIC,Delivery Area,Updated 6-Feb-2020,-37.1,147.6,20502108211,Tongio,205021082,Bruthen - Omeo,Alpine,20110
3898,OMEO VALLEY,VIC,Delivery Area,Updated 6-Feb-2020,-36.9547,147.636,20502108211,Tongio,205021082,Bruthen - Omeo,Alpine,20110
3898,SHANNONVALE,VIC,Delivery Area,Updated 6-Feb-2020,-36.9334829,147.4231349,20502108211,Tongio,205021082,Bruthen - Omeo,Alpine,20110
3900,BENAMBRA,VIC,Delivery Area,Updated 6-Feb-2020,-36.9180065,147.7736105,20502108209,Omeo Valley,205021082,Bruthen - Omeo,Snowy Valleys,17080
3900,COBBERAS,VIC,Delivery Area,Updated 6-Feb-2020,-36.8515428,148.0918337,20502108209,Omeo Valley,205021082,Bruthen - Omeo,Snowy Valleys,17080
3900,UPLANDS,VIC,Delivery Area,Updated 6-Feb-2020,-36.9009009,147.8708157,20502108209,Omeo Valley,205021082,Bruthen - Omeo,Snowy Valleys,17080
3902,BUMBERRAH,VIC,Delivery Area,Updated 6-Feb-2020,-37.7900179,147.8339099,20502108216,Johnsonville,205021082,Bruthen - Omeo,East Gippsland,22110
3902,JOHNSONVILLE,VIC,Delivery Area,Updated 6-Feb-2020,-37.8177196,147.8044654,20502108216,Johnsonville,205021082,Bruthen - Omeo,East Gippsland,22110
3903,SWAN REACH,VIC,Delivery Area,Updated 6-Feb-2020,-37.8097254,147.8594587,20502108406,Tambo Upper,205021084,Lakes Entrance,East Gippsland,22110
