sa2_code_2021,total_population,median_age,median_household_income_weekly,median_personal_income_weekly,median_family_income_weekly,median_rent_weekly,median_mortgage_monthly,average_household_size,age_0_14_count,age_15_24_count,age_25_34_count,age_65_plus_count,age_0_14_pct,age_15_24_pct,age_25_34_pct,age_65_plus_pct,born_overseas_count,language_other_than_english_count,born_overseas_pct,language_other_than_english_pct,need_for_assistance_count,need_for_assistance_pct,couple_family_with_children_count,one_parent_family_count,other_family_count,total_families,couple_family_with_children_pct,one_parent_family_pct,family_households_count,non_family_households_count,total_households,family_households_pct,non_family_households_pct,lone_person_households_count,group_households_count,lone_person_households_pct,group_households_pct,no_car_households_count,one_car_households_count,two_car_households_count,three_plus_car_households_count,car_households_total,no_car_households_pct,two_plus_car_households_pct,owned_outright_count,owned_with_mortgage_count,rented_count,tenure_total,owned_outright_pct,owned_with_mortgage_pct,renters_pct,owner_occupied_pct,train_to_work_count,bus_to_work_count,tram_to_work_count,car_driver_to_work_count,walk_to_work_count,worked_from_home_count,travel_to_work_total,public_transport_to_work_pct,car_to_work_pct,walk_to_work_pct,worked_from_home_pct,rent_to_income_ratio
212051326,22928,37,1956,841,2331,415,2167,2.6,3632,2880,4138,3492,15.84,12.56,18.05,15.23,9769,10620,42.61,46.32,1518,6.62,7258,2189,334,6128,118.44,35.72,5993,2553,8543,70.15,29.88,2002,545,23.43,6.38,723,3355,3121,1229,8543,8.46,50.92,2667,2813,2818,8543,31.22,32.93,32.99,64.15,362,160,4,5257,184,3804,12138,4.33,43.31,1.52,31.34,0.2122
212051327,20652,48,1818,720,2124,481,2500,2.7,3019,2372,1759,6067,14.62,11.49,8.52,29.38,9570,9498,46.34,45.99,1500,7.26,6296,1798,158,5934,106.1,30.3,5715,1556,7274,78.57,21.39,1441,117,19.81,1.61,486,1980,3166,1565,7274,6.68,65.04,3460,2199,963,7274,47.57,30.23,13.24,77.8,86,50,3,4363,56,2869,8980,1.55,48.59,0.62,31.95,0.2646
212051567,9829,26,1278,503,1630,380,1860,2.2,677,3654,2897,799,6.89,37.18,29.47,8.13,6084,5629,61.9,57.27,409,4.16,1184,513,226,1421,83.32,36.1,1387,1589,2973,46.65,53.45,992,593,33.37,19.95,588,1385,730,227,2973,19.78,32.19,451,525,1897,2973,15.17,17.66,63.81,32.83,62,151,4,1880,302,965,4520,4.8,41.59,6.68,21.35,0.2973
212051568,12052,30,1711,709,1856,401,2000,2.7,1257,2311,3714,1386,10.43,19.18,30.82,11.5,8085,8098,67.08,67.19,525,4.36,2592,860,309,2596,99.85,33.13,2493,1681,4175,59.71,40.26,901,781,21.58,18.71,534,1859,1234,468,4175,12.79,40.77,909,795,2338,4175,21.77,19.04,56,40.81,389,187,3,2751,300,1333,6450,8.98,42.65,4.65,20.67,0.2344
213011328,7502,36,1366,704,1733,320,1700,2.3,1163,757,1602,1170,15.5,10.09,21.35,15.6,3447,3521,45.95,46.93,569,7.58,1957,974,152,1771,110.5,55,1720,1195,2912,59.07,41.04,1009,183,34.65,6.28,409,1321,765,345,2912,14.05,38.12,785,828,1177,2912,26.96,28.43,40.42,55.39,189,37,0,1637,45,744,3388,6.67,48.32,1.33,21.96,0.2343
213011329,10038,36,2062,658,1998,400,1883,3.4,1929,1544,1319,1031,19.22,15.38,13.14,10.27,5164,6949,51.44,69.23,600,5.98,3738,1380,105,2669,140.05,51.7,2446,363,2808,87.11,12.93,299,59,10.65,2.1,78,619,1191,893,2808,2.78,74.22,920,1381,420,2808,32.76,49.18,14.96,81.94,94,15,0,2722,28,895,4701,2.32,57.9,0.6,19.04,0.194
213011331,8077,39,1486,611,1667,350,1517,2.8,1291,1062,1207,1255,15.98,13.15,14.94,15.54,3877,4756,48,58.88,665,8.23,2255,1309,72,2202,102.41,59.45,2078,624,2701,76.93,23.1,578,49,21.4,1.81,158,875,964,670,2701,5.85,60.5,951,1037,613,2701,35.21,38.39,22.7,73.6,86,17,0,2200,6,522,3589,2.87,61.3,0.17,14.54,0.2355
213011332,13082,42,1553,604,1762,360,1733,2.8,2073,1512,1752,2747,15.85,11.56,13.39,21,5254,6168,40.16,47.15,1101,8.42,3613,1984,93,3741,96.58,53.03,3576,942,4520,79.12,20.84,858,84,18.98,1.86,199,1374,1758,1120,4520,4.4,63.67,2088,1479,820,4520,46.19,32.72,18.14,78.92,86,19,0,3269,28,1157,5672,1.85,57.63,0.49,20.4,0.2318
213011333,13983,38,1246,482,1329,323,1500,2.9,2610,1729,1981,2457,18.67,12.37,14.17,17.57,7480,9420,53.49,67.37,1179,8.43,4393,2540,167,3752,117.08,67.7,3548,917,4470,79.37,20.51,800,122,17.9,2.73,290,1498,1687,918,4470,6.49,58.28,1772,1534,1006,4470,39.64,34.32,22.51,73.96,104,24,0,3203,22,586,5039,2.54,63.56,0.44,11.63,0.2592
213011334,20581,36,1183,495,1310,330,1473,2.7,3493,2632,3819,3449,16.97,12.79,18.56,16.76,11963,13776,58.13,66.94,1702,8.27,5773,3476,420,5130,112.53,67.76,4860,2035,6893,70.51,29.52,1688,346,24.49,5.02,700,2744,2128,1116,6893,10.16,47.06,2335,1604,2598,6893,33.87,23.27,37.69,57.14,390,52,3,4327,67,880,7440,5.98,58.16,0.9,11.83,0.279
213011335,17454,38,1232,485,1327,323,1500,2.9,2724,2291,2945,3319,15.61,13.13,16.87,19.02,10256,12418,58.76,71.15,1512,8.66,4490,2895,330,4261,105.37,67.94,3986,1502,5487,72.64,27.37,1204,298,21.94,5.43,558,2075,1732,1003,5487,10.17,49.85,1949,1424,1881,5487,35.52,25.95,34.28,61.47,396,43,0,3714,68,778,6387,6.87,58.15,1.06,12.18,0.2622
213011336,9445,35,1566,706,1806,340,1842,2.6,1534,1090,1982,1250,16.24,11.54,20.98,13.23,4560,5001,48.28,52.95,678,7.18,2772,1217,202,2325,119.23,52.34,2249,1116,3365,66.84,33.16,857,259,25.47,7.7,403,1469,1011,398,3365,11.98,41.87,912,961,1361,3365,27.1,28.56,40.45,55.66,239,102,0,1981,66,1064,4414,7.73,44.88,1.5,24.11,0.2171
213011337,12047,37,1399,546,1491,341,1733,2.9,2004,1529,2046,1978,16.63,12.69,16.98,16.42,6532,8384,54.22,69.59,1013,8.41,3468,1969,183,2976,116.53,66.16,2797,1067,3862,72.42,27.63,856,208,22.16,5.39,334,1346,1310,772,3862,8.65,53.91,1452,1104,1139,3862,37.6,28.59,29.49,66.18,107,60,0,2882,60,786,4961,3.37,58.09,1.21,15.84,0.2437
213011338,18558,38,1416,565,1533,346,1700,2.8,3093,2191,3066,3380,16.67,11.81,16.52,18.21,9463,11485,50.99,61.89,1630,8.78,5363,3041,275,4821,111.24,63.08,4602,1619,6217,74.02,26.04,1338,279,21.52,4.49,480,2300,2159,1171,6217,7.72,53.56,2418,1826,1729,6217,38.89,29.37,27.81,68.26,166,82,3,4276,50,1351,7498,3.35,57.03,0.67,18.02,0.2444
213011339,11726,37,1820,721,2023,366,1650,2.8,1967,1679,1869,1595,16.77,14.32,15.94,13.6,4869,5301,41.52,45.21,1057,9.01,3722,1609,131,3108,119.76,51.77,2976,867,3848,77.34,22.53,762,106,19.8,2.75,176,1334,1397,890,3848,4.57,59.43,1086,1494,1182,3848,28.22,38.83,30.72,67.05,217,20,0,3135,52,1126,5704,4.15,54.96,0.91,19.74,0.2011
213011340,16910,45,2167,759,2357,412,1820,3,2361,2480,1883,2904,13.96,14.67,11.14,17.17,5477,6458,32.39,38.19,1055,6.24,4818,1639,89,4937,97.59,33.2,4764,806,5571,85.51,14.47,740,68,13.28,1.22,157,1173,2195,1959,5571,2.82,74.56,2799,1999,559,5571,50.24,35.88,10.03,86.12,127,6,0,5094,38,2018,8929,1.49,57.05,0.43,22.6,0.1901
213011569,18004,35,1459,621,1586,350,1690,2.9,3669,2041,3072,2588,20.38,11.34,17.06,14.37,9120,10516,50.66,58.41,1252,6.95,6431,2708,267,4663,137.92,58.07,4441,1404,5845,75.98,24.02,1198,202,20.5,3.46,331,2099,2197,1098,5845,5.66,56.37,1786,2110,1717,5845,30.56,36.1,29.38,66.66,178,50,0,4337,50,1124,7191,3.17,60.31,0.7,15.63,0.2399
213011570,8653,32,2271,851,2218,400,1976,3.6,2428,1056,1167,436,28.06,12.2,13.49,5.04,4175,5088,48.25,58.8,351,4.06,4703,990,57,2182,215.54,45.37,2050,269,2318,88.44,11.6,210,56,9.06,2.42,52,496,1150,588,2318,2.24,74.98,374,1386,504,2318,16.13,59.79,21.74,75.93,77,18,4,2343,21,812,4012,2.47,58.4,0.52,20.24,0.1761
213021341,13556,42,1861,945,2475,390,2200,2.3,2382,1105,1569,2655,17.57,8.15,11.57,19.59,3784,2619,27.91,19.32,818,6.03,4490,1330,130,3814,117.72,34.87,3755,1839,5591,67.16,32.89,1709,133,30.57,2.38,451,2377,2008,701,5591,8.07,48.45,2080,1694,1662,5591,37.2,30.3,29.73,67.5,185,24,0,2834,103,2373,6710,3.11,42.24,1.54,35.37,0.2096
213021342,18479,41,1573,730,1946,341,1700,2.5,3034,1851,2588,3324,16.42,10.02,14.01,17.99,6153,5854,33.3,31.68,1552,8.4,5433,2489,196,5129,105.93,48.53,5022,2104,7120,70.53,29.55,1921,180,26.98,2.53,408,2764,2689,1171,7120,5.73,54.21,2671,2384,1895,7120,37.51,33.48,26.62,71,185,39,0,4640,52,2017,8617,2.6,53.85,0.6,23.41,0.2168
213021343,14931,37,1740,803,2186,400,2167,2.5,2899,1340,2619,2752,19.42,8.97,17.54,18.43,5240,6149,35.09,41.18,1341,8.98,5183,1800,210,3931,131.85,45.79,3843,1699,5543,69.33,30.65,1523,171,27.48,3.08,526,2117,2035,763,5543,9.49,50.48,1849,1735,1778,5543,33.36,31.3,32.08,64.66,72,76,0,3216,60,1971,6597,2.24,48.75,0.91,29.88,0.2299
213021344,18753,38,2555,1240,3213,460,2500,2.6,4040,1677,2485,2097,21.54,8.94,13.25,11.18,4393,3455,23.43,18.42,824,4.39,7947,1670,187,5170,153.71,32.3,5115,1831,6945,73.65,26.36,1607,228,23.14,3.28,380,2863,2833,806,6945,5.47,52.4,1903,2818,2101,6945,27.4,40.58,30.25,67.98,307,25,5,3654,119,4343,10252,3.29,35.64,1.16,42.36,0.18
213021345,4952,37,2042,823,2201,361,1803,2.9,1041,544,639,563,21.02,10.99,12.9,11.37,1901,1943,38.39,39.24,253,5.11,1994,563,37,1412,141.22,39.87,1362,295,1657,82.2,17.8,258,33,15.57,1.99,45,580,667,360,1657,2.72,61.98,580,723,326,1657,35,43.63,19.67,78.64,62,9,0,1163,15,702,2428,2.92,47.9,0.62,28.91,0.1768
213021346,15912,45,2382,1089,3235,450,2600,2.5,2796,1887,1282,2905,17.57,11.86,8.06,18.26,3652,2393,22.95,15.04,740,4.65,5501,1329,118,4387,125.39,30.29,4351,1718,6066,71.73,28.32,1621,99,26.72,1.63,510,2390,2246,855,6066,8.41,51.12,2342,2029,1561,6066,38.61,33.45,25.73,72.06,197,14,0,2877,212,3396,8194,2.58,35.11,2.59,41.44,0.1889
213031347,19068,34,1686,727,1947,350,1952,2.6,2987,2366,4422,2249,15.66,12.41,23.19,11.79,9558,10893,50.13,57.13,1145,6,5348,2743,402,4742,112.78,57.84,4568,2362,6931,65.91,34.08,1820,545,26.26,7.86,778,2925,2238,868,6931,11.22,44.81,1366,2196,3131,6931,19.71,31.68,45.17,51.39,183,155,24,4377,109,2341,9234,3.92,47.4,1.18,25.35,0.2076
213031348,17131,34,1763,916,2296,355,1940,2.1,1812,1892,5187,1878,10.58,11.04,30.28,10.96,7132,6674,41.63,38.96,1104,6.44,3323,1409,347,3877,85.71,36.34,3839,3525,7370,52.09,47.83,2772,760,37.61,10.31,1545,3987,1362,350,7370,20.96,23.23,1054,1988,4123,7370,14.3,26.97,55.94,41.28,637,204,34,2881,310,3567,9841,8.89,29.28,3.15,36.25,0.2014
213031349,12573,36,2020,980,2403,396,2000,2.4,1720,1582,2698,1432,13.68,12.58,21.46,11.39,5488,6021,43.65,47.89,478,3.8,3547,1129,185,3364,105.44,33.56,3282,1787,5070,64.73,35.25,1503,284,29.64,5.6,341,2403,1608,663,5070,6.73,44.79,1294,1735,1913,5070,25.52,34.22,37.73,59.74,66,28,112,3219,121,2353,7320,2.81,43.98,1.65,32.14,0.196
213031350,9247,37,2364,1240,3149,414,2500,2.4,1767,719,1685,886,19.11,7.78,18.22,9.58,2486,2004,26.88,21.67,451,4.88,3506,692,151,2493,140.63,27.76,2474,1263,3733,66.27,33.83,1043,221,27.94,5.92,418,1946,1108,220,3733,11.2,35.57,808,1415,1420,3733,21.64,37.91,38.04,59.55,232,15,5,1489,116,2448,5363,4.7,27.76,2.16,45.65,0.1751
213031351,11735,35,1988,1003,2586,351,2129,2.4,2018,1047,2636,1169,17.2,8.92,22.46,9.96,3933,3754,33.52,31.99,645,5.5,3795,1074,146,2947,128.78,36.44,2894,1702,4599,62.93,37.01,1333,372,28.98,8.09,536,2221,1376,395,4599,11.65,38.51,998,1608,1859,4599,21.7,34.96,40.42,56.66,210,79,4,2221,117,2407,6399,4.58,34.71,1.83,37.62,0.1766
213031352,15463,37,2483,1247,3216,462,2500,2.5,2959,1397,2634,1656,19.14,9.03,17.03,10.71,3807,3092,24.62,20,704,4.55,5794,1252,178,4197,138.05,29.83,4152,1845,5999,69.21,30.76,1528,318,25.47,5.3,559,2713,2109,562,5999,9.32,44.52,1594,2296,1991,5999,26.57,38.27,33.19,64.84,383,31,0,2819,189,3874,8901,4.65,31.67,2.12,43.52,0.1861
213041353,24717,37,1807,823,2156,340,1733,2.7,5159,2764,3571,3989,20.87,11.18,14.45,16.14,3875,2416,15.68,9.77,1663,6.73,9063,3059,176,6870,131.92,44.53,6698,2190,8888,75.36,24.64,2023,167,22.76,1.88,328,2707,3432,2310,8888,3.69,64.6,2524,4246,1837,8888,28.4,47.77,20.67,76.17,168,17,0,7203,175,2258,12099,1.53,59.53,1.45,18.66,0.1882
213041358,21208,33,1621,725,1794,340,1625,3,5444,2703,3187,2101,25.67,12.75,15.03,9.91,6105,5772,28.79,27.22,1386,6.54,8632,3620,141,5507,156.75,65.73,5305,1402,6712,79.04,20.89,1253,153,18.67,2.28,204,2077,2828,1498,6712,3.04,64.45,1456,3378,1720,6712,21.69,50.33,25.63,72.02,110,32,0,5643,43,1323,9005,1.58,62.67,0.48,14.69,0.2097
213041359,17553,31,2123,946,2191,400,2017,3.2,4312,1802,4639,664,24.57,10.27,26.43,3.78,8077,9016,46.01,51.36,428,2.44,8701,1252,114,4083,213.1,30.66,3867,720,4586,84.32,15.7,623,98,13.58,2.14,93,1330,2217,867,4586,2.03,67.25,409,2969,1097,4586,8.92,64.74,23.92,73.66,186,12,3,4317,34,1594,7554,2.66,57.15,0.45,21.1,0.1884
213041360,19539,34,2315,813,2350,400,2000,3.4,4929,2837,2031,1519,25.23,14.52,10.39,7.77,7063,8970,36.15,45.91,858,4.39,10106,1842,93,5197,194.46,35.44,4952,597,5553,89.18,10.75,545,56,9.81,1.01,106,1163,2593,1625,5553,1.91,75.96,1401,3242,707,5553,25.23,58.38,12.73,83.61,154,19,0,5219,34,2306,9564,1.81,54.57,0.36,24.11,0.1728
213041461,5800,37,1871,676,2054,400,2000,3.1,1203,747,718,919,20.74,12.88,12.38,15.84,2769,3090,47.74,53.28,422,7.28,2471,524,36,1501,164.62,34.91,1412,334,1745,80.92,19.14,315,20,18.05,1.15,93,493,685,445,1745,5.33,64.76,498,937,173,1745,28.54,53.7,9.91,82.23,27,24,0,1469,7,473,2531,2.02,58.04,0.28,18.69,0.2138
213041462,6377,33,2246,803,2220,411,2000,3.6,1836,787,673,356,28.79,12.34,10.55,5.58,3107,3836,48.72,60.15,261,4.09,3650,683,38,1684,216.75,40.56,1609,116,1726,93.22,6.72,93,25,5.39,1.45,28,361,866,448,1726,1.62,76.13,316,1064,309,1726,18.31,61.65,17.9,79.95,43,14,0,1636,16,692,2985,1.91,54.81,0.54,23.18,0.183
213041463,20365,35,2133,813,2277,401,1950,3.1,4557,2997,2397,1814,22.38,14.72,11.77,8.91,8432,9303,41.4,45.68,924,4.54,8915,2451,139,5415,164.64,45.26,5205,1036,6248,83.31,16.58,918,120,14.69,1.92,157,1740,2778,1505,6248,2.51,68.55,1516,3179,1361,6248,24.26,50.88,21.78,75.14,96,51,3,5334,58,2436,10118,1.48,52.72,0.57,24.08,0.188
213041571,9829,33,1627,700,1803,350,1658,3.1,2560,1228,1435,1151,26.05,12.49,14.6,11.71,3298,3415,33.55,34.74,650,6.61,4401,1350,67,2555,172.25,52.84,2450,626,3071,79.78,20.38,578,43,18.82,1.4,144,913,1226,741,3071,4.69,64.05,777,1410,805,3071,25.3,45.91,26.21,71.21,73,11,0,2570,17,620,4081,2.06,62.97,0.42,15.19,0.2151
213041572,7598,29,2056,940,2057,371,1904,3.3,2321,764,1994,193,30.55,10.06,26.24,2.54,3629,4144,47.76,54.54,211,2.78,4379,760,74,2013,217.54,37.75,1920,289,2208,86.96,13.09,234,52,10.6,2.36,40,657,1089,383,2208,1.81,66.67,135,1378,635,2208,6.11,62.41,28.76,68.52,108,0,0,2139,18,673,3574,3.02,59.85,0.5,18.83,0.1804
213041573,2990,35,2562,1107,2687,380,1938,3.1,861,276,336,238,28.8,9.23,11.24,7.96,479,273,16.02,9.13,119,3.98,1642,212,4,840,195.48,25.24,828,109,933,88.75,11.68,103,5,11.04,0.54,9,169,528,225,933,0.96,80.71,181,655,89,933,19.4,70.2,9.54,89.6,13,0,0,811,10,432,1566,0.83,51.79,0.64,27.59,0.1483
213041574,10098,31,2254,966,2337,429,2100,3.2,2785,1158,1980,463,27.58,11.47,19.61,4.59,4258,5133,42.17,50.83,300,2.97,5512,1130,53,2740,201.17,41.24,2649,409,3059,86.6,13.37,369,37,12.06,1.21,33,753,1568,671,3059,1.08,73.19,365,2099,520,3059,11.93,68.62,17,80.55,87,23,0,2845,22,1183,5163,2.13,55.1,0.43,22.91,0.1903
213041575,16182,36,2212,816,2332,380,1920,3.2,3171,2584,2019,1536,19.6,15.97,12.48,9.49,4856,5582,30.01,34.5,790,4.88,6381,1821,111,4456,143.2,40.87,4298,668,4964,86.58,13.46,617,52,12.43,1.05,89,1091,1991,1724,4964,1.79,74.84,1554,2630,689,4964,31.31,52.98,13.88,84.29,135,26,3,4913,29,1802,8609,1.9,57.07,0.34,20.93,0.1718
213041576,11632,35,1556,704,1765,321,1517,2.8,2562,1527,1672,1404,22.03,13.13,14.37,12.07,2638,2392,22.68,20.56,879,7.56,4071,1881,103,3098,131.41,60.72,2991,881,3875,77.19,22.74,774,110,19.97,2.84,92,1115,1524,1091,3875,2.37,67.48,1007,1911,869,3875,25.99,49.32,22.43,75.3,51,25,0,3210,24,808,5188,1.46,61.87,0.46,15.57,0.2063
213041577,7886,39,1061,538,1303,300,1300,2.4,1482,868,1069,1594,18.79,11.01,13.56,20.21,2121,1775,26.9,22.51,821,10.41,2010,1400,119,1981,101.46,70.67,1913,1077,2994,63.89,35.97,990,89,33.07,2.97,280,1301,892,452,2994,9.35,44.89,960,892,1036,2994,32.06,29.79,34.6,61.86,36,11,0,1606,50,330,2642,1.78,60.79,1.89,12.49,0.2828
213041578,16658,32,1363,641,1511,321,1517,2.8,4447,1907,2895,1831,26.7,11.45,17.38,10.99,5772,5783,34.65,34.72,1238,7.43,6762,2720,174,4010,168.63,67.83,3873,1424,5303,73.03,26.85,1231,194,23.21,3.66,320,2112,1984,764,5303,6.03,51.82,1039,2078,2028,5303,19.59,39.19,38.24,58.78,174,33,0,3578,44,816,5956,3.48,60.07,0.74,13.7,0.2355
213051361,18446,37,1705,732,1908,341,1600,2.8,3410,2568,2565,2295,18.49,13.92,13.91,12.44,6593,6662,35.74,36.12,1162,6.3,6102,2375,175,5069,120.38,46.85,4862,1320,6182,78.65,21.35,1156,162,18.7,2.62,262,1877,2360,1600,6182,4.24,64.06,2067,2580,1385,6182,33.44,41.73,22.4,75.17,175,29,0,5024,30,1643,8766,2.33,57.31,0.34,18.74,0.2
213051362,18772,37,1470,653,1686,340,1551,2.8,3655,2293,2779,2932,19.47,12.22,14.8,15.62,7693,7361,40.98,39.21,1204,6.41,6320,2549,205,4919,128.48,51.82,4749,1653,6401,74.19,25.82,1417,235,22.14,3.67,358,2419,2349,1182,6401,5.59,55.16,2191,2113,1924,6401,34.23,33.01,30.06,67.24,217,58,5,4173,80,1527,7912,3.54,52.74,1.01,19.3,0.2313
213051363,11459,32,2091,875,2241,380,2000,2.8,2308,1455,2698,699,20.14,12.7,23.54,6.1,6400,6447,55.85,56.26,438,3.82,4600,1103,170,2883,159.56,38.26,2762,1024,3787,72.93,27.04,748,277,19.75,7.31,257,1560,1337,533,3787,6.79,49.38,586,1364,1729,3787,15.47,36.02,45.66,51.49,345,29,0,2529,60,1650,5809,6.44,43.54,1.03,28.4,0.1817
213051368,16810,37,1802,834,2177,351,2000,2.6,3175,1916,2629,2593,18.89,11.4,15.64,15.43,6186,5655,36.8,33.64,1188,7.07,6017,1813,178,4402,136.69,41.19,4308,1688,5994,71.87,28.16,1501,183,25.04,3.05,352,2221,2299,1016,5994,5.87,55.31,1724,2021,2086,5994,28.76,33.72,34.8,62.48,152,31,0,4143,135,2004,8042,2.28,51.52,1.68,24.92,0.1948
213051464,19274,33,2381,963,2445,401,2200,3.2,5249,2156,2870,1129,27.23,11.19,14.89,5.86,9925,8973,51.49,46.55,578,3,9982,1854,130,5204,191.81,35.63,5024,773,5800,86.62,13.33,615,156,10.6,2.69,124,1828,2665,1107,5800,2.14,65.03,909,2767,1998,5800,15.67,47.71,34.45,63.38,152,25,3,4272,53,3057,9189,1.96,46.49,0.58,33.27,0.1684
213051466,19091,33,2522,1070,2576,410,2167,3.4,6123,1631,2397,803,32.07,8.54,12.56,4.21,11219,11442,58.77,59.93,477,2.5,12412,1578,117,5135,241.71,30.73,4925,612,5533,89.01,11.06,478,134,8.64,2.42,121,1938,2674,735,5533,2.19,61.61,568,3105,1773,5533,10.27,56.12,32.04,66.38,215,33,0,3691,34,3576,9062,2.74,40.73,0.38,39.46,0.1626
213051467,19010,36,1374,637,1614,315,1500,2.6,3706,2319,2944,2895,19.5,12.2,15.49,15.23,6817,6486,35.86,34.12,1449,7.62,6029,2973,272,4891,123.27,60.79,4706,2081,6786,69.35,30.67,1833,251,27.01,3.7,583,2805,2233,1075,6786,8.59,48.75,1852,2217,2457,6786,27.29,32.67,36.21,59.96,206,61,0,4410,70,1355,7860,3.4,56.11,0.89,17.24,0.2293
213051468,22341,32,1995,889,2172,360,1842,2.8,5166,2678,4646,1794,23.12,11.99,20.8,8.03,7898,7293,35.35,32.64,997,4.46,9221,2791,246,6079,151.69,45.91,5895,1639,7536,78.22,21.75,1418,216,18.82,2.87,268,2562,3180,1408,7536,3.56,60.88,1432,3667,2265,7536,19,48.66,30.06,67.66,248,45,0,6058,61,2548,11172,2.62,54.22,0.55,22.81,0.1805
213051579,10616,31,2309,970,2325,361,1930,3.3,3240,1067,1982,379,30.52,10.05,18.67,3.57,5709,5911,53.78,55.68,390,3.67,6311,1071,73,2883,218.9,37.15,2784,331,3116,89.35,10.62,261,76,8.38,2.44,81,1324,1276,381,3116,2.6,53.18,191,2024,829,3116,6.13,64.96,26.6,71.08,306,21,0,2030,24,1775,5148,6.35,39.43,0.47,34.48,0.1563
213051580,14167,36,2185,851,2363,390,1950,3,3192,1878,1702,1305,22.53,13.26,12.01,9.21,5934,6001,41.89,42.36,560,3.95,6491,1403,64,3847,168.73,36.47,3735,798,4532,82.41,17.61,695,104,15.34,2.29,141,1503,1964,874,4532,3.11,62.62,1056,2109,1132,4532,23.3,46.54,24.98,69.84,137,14,0,3338,79,2112,7023,2.15,47.53,1.12,30.07,0.1785
213051581,9565,34,2439,953,2504,400,2000,3.2,2453,1130,1312,597,25.65,11.81,13.72,6.24,5007,5070,52.35,53.01,423,4.42,5044,893,80,2596,194.3,34.4,2490,371,2862,87,12.96,296,74,10.34,2.59,65,920,1370,471,2862,2.27,64.33,393,1507,908,2862,13.73,52.66,31.73,66.39,115,17,0,2205,44,1557,4839,2.73,45.57,0.91,32.18,0.164
213051582,10132,29,2086,903,2047,385,2000,3.4,3198,976,2568,212,31.56,9.63,25.35,2.09,6209,6971,61.28,68.8,197,1.94,6283,771,124,2591,242.49,29.76,2464,375,2836,86.88,13.22,263,117,9.27,4.13,59,980,1326,407,2836,2.08,61.11,143,1778,809,2836,5.04,62.69,28.53,67.74,120,16,0,2514,19,1041,4613,2.95,54.5,0.41,22.57,0.1846
213051583,28116,30,2164,830,2127,380,1900,3.5,7893,3517,5036,1332,28.07,12.51,17.91,4.74,15840,17734,56.34,63.07,807,2.87,15743,2251,282,7000,224.9,32.16,6637,996,7635,86.93,13.05,752,237,9.85,3.1,187,2515,3362,1453,7635,2.45,63.06,862,4189,2320,7635,11.29,54.87,30.39,66.16,414,103,0,6760,100,2823,12926,4,52.3,0.77,21.84,0.1756
213051584,7197,29,2198,933,2121,391,2065,3.4,2139,736,2037,115,29.72,10.23,28.3,1.6,4660,5307,64.75,73.74,100,1.39,4286,460,91,1814,236.27,25.36,1721,242,1965,87.58,12.32,153,90,7.79,4.58,36,648,926,319,1965,1.83,63.36,70,1236,600,1965,3.56,62.9,30.53,66.46,119,17,0,1877,7,752,3462,3.93,54.22,0.2,21.72,0.1779
213051585,11182,31,1885,772,1958,369,1811,3.4,3186,1435,1750,730,28.49,12.83,15.65,6.53,5520,6285,49.37,56.21,425,3.8,6013,1192,83,2778,216.45,42.91,2665,512,3176,83.91,16.12,432,81,13.6,2.55,95,1039,1410,572,3176,2.99,62.41,470,1655,881,3176,14.8,52.11,27.74,66.91,109,33,0,2725,32,946,4899,2.9,55.62,0.65,19.31,0.1958
213051586,9340,30,2307,962,2239,402,2167,3.3,2346,1021,2714,164,25.12,10.93,29.06,1.76,5617,6068,60.14,64.97,160,1.71,4879,512,111,2153,226.61,23.78,2058,346,2401,85.71,14.41,205,137,8.54,5.71,49,783,1130,392,2401,2.04,63.39,89,1538,712,2401,3.71,64.06,29.65,67.76,120,10,0,2310,15,994,4240,3.07,54.48,0.35,23.44,0.1743
213051587,9596,31,2337,972,2322,395,2000,3.3,2778,875,2100,282,28.95,9.12,21.88,2.94,5868,6695,61.15,69.77,188,1.96,5812,684,99,2509,231.65,27.26,2399,389,2789,86.02,13.95,270,123,9.68,4.41,45,913,1350,425,2789,1.61,63.64,200,1686,845,2789,7.17,60.45,30.3,67.62,149,21,0,2332,30,1376,4845,3.51,48.13,0.62,28.4,0.169
213051588,19065,30,1947,804,1941,377,1893,3.5,5893,2112,3407,885,30.91,11.08,17.87,4.64,10579,12675,55.49,66.48,476,2.5,11118,1705,150,4552,244.24,37.46,4360,746,5104,85.42,14.62,518,233,10.15,4.57,108,1714,2301,867,5104,2.12,62.07,591,2663,1659,5104,11.58,52.17,32.5,63.75,212,38,4,4238,29,1816,7984,3.18,53.08,0.36,22.75,0.1936
213051589,9032,29,1862,854,1962,350,1800,3,2428,1200,2110,371,26.88,13.29,23.36,4.11,4059,4061,44.94,44.96,411,4.55,4245,1331,73,2385,177.99,55.81,2298,504,2804,81.95,17.97,391,112,13.94,3.99,87,1172,1136,361,2804,3.1,53.39,243,1385,1109,2804,8.67,49.39,39.55,58.06,163,29,0,2144,18,991,4176,4.6,51.34,0.43,23.73,0.188
213051590,13546,33,1766,750,1912,336,1668,3,3344,1720,2000,1239,24.69,12.7,14.76,9.15,4813,4621,35.53,34.11,746,5.51,5910,2049,108,3608,163.8,56.79,3439,876,4318,79.64,20.29,758,118,17.55,2.73,177,1560,1673,851,4318,4.1,58.45,932,2202,1083,4318,21.58,51,25.08,72.58,139,28,0,3354,52,1238,6099,2.74,54.99,0.85,20.3,0.1903
