sa2_code_2021,total_population,median_age,median_household_income_weekly,median_personal_income_weekly,median_family_income_weekly,median_rent_weekly,median_mortgage_monthly,average_household_size,age_0_14_count,age_15_24_count,age_25_34_count,age_65_plus_count,age_0_14_pct,age_15_24_pct,age_25_34_pct,age_65_plus_pct,born_overseas_count,language_other_than_english_count,born_overseas_pct,language_other_than_english_pct,need_for_assistance_count,need_for_assistance_pct,couple_family_with_children_count,one_parent_family_count,other_family_count,total_families,couple_family_with_children_pct,one_parent_family_pct,family_households_count,non_family_households_count,total_households,family_households_pct,non_family_households_pct,lone_person_households_count,group_households_count,lone_person_households_pct,group_households_pct,no_car_households_count,one_car_households_count,two_car_households_count,three_plus_car_households_count,car_households_total,no_car_households_pct,two_plus_car_households_pct,owned_outright_count,owned_with_mortgage_count,rented_count,tenure_total,owned_outright_pct,owned_with_mortgage_pct,renters_pct,owner_occupied_pct,train_to_work_count,bus_to_work_count,tram_to_work_count,car_driver_to_work_count,walk_to_work_count,worked_from_home_count,travel_to_work_total,public_transport_to_work_pct,car_to_work_pct,walk_to_work_pct,worked_from_home_pct,rent_to_income_ratio
210011226,8173,39,1761,883,2292,401,2085,2.3,1355,748,1281,1597,16.58,9.15,15.67,19.54,2061,2133,25.22,26.1,580,7.1,2600,997,117,2299,113.09,43.37,2260,1177,3438,65.74,34.24,1081,95,31.44,2.76,229,1407,1291,477,3438,6.66,51.43,1306,1093,962,3438,37.99,31.79,27.98,69.78,38,17,21,2134,53,1136,4189,1.81,50.94,1.27,27.12,0.2277
210011227,13,45,0,1125,0,0,0,0,0,0,3,0,0,0,23.08,0,8,3,61.54,23.08,0,0,0,0,0,0,,,0,0,0,,,0,0,,,0,0,0,0,0,,,0,0,0,0,,,,,0,0,0,9,0,0,8,0,112.5,0,0,
210011228,8548,45,1820,760,2232,396,2019,2.6,1425,940,847,2104,16.67,11,9.91,24.61,2082,2171,24.36,25.4,602,7.04,2775,903,61,2497,111.13,36.16,2435,707,3147,77.38,22.47,673,34,21.39,1.08,141,857,1349,750,3147,4.48,66.7,1518,1085,375,3147,48.24,34.48,11.92,82.71,25,10,0,2195,28,1008,4054,0.86,54.14,0.69,24.86,0.2176
210011230,7460,40,2239,982,2758,435,2400,2.6,1335,958,884,1164,17.9,12.84,11.85,15.6,1541,1598,20.66,21.42,388,5.2,2645,785,84,2041,129.59,38.46,2013,761,2775,72.54,27.42,684,75,24.65,2.7,145,982,1120,509,2775,5.23,58.7,1027,1024,660,2775,37.01,36.9,23.78,73.91,58,11,20,1864,44,1257,4024,2.21,46.32,1.09,31.24,0.1943
210011231,10031,41,2440,994,2956,450,2500,2.8,1892,1400,910,1663,18.86,13.96,9.07,16.58,1943,2125,19.37,21.18,407,4.06,3914,811,63,2775,141.05,29.23,2730,722,3454,79.04,20.9,659,63,19.08,1.82,118,1007,1541,756,3454,3.42,66.5,1449,1354,578,3454,41.95,39.2,16.73,81.15,90,9,9,2382,52,1773,5280,2.05,45.11,0.98,33.58,0.1844
210011533,12388,45,1587,666,2039,400,2167,2.6,1979,1172,1376,3311,15.98,9.46,11.11,26.73,4929,5822,39.79,47,1375,11.1,3863,1383,143,3456,111.78,40.02,3357,1138,4491,74.75,25.34,1044,93,23.25,2.07,298,1580,1743,798,4491,6.64,56.58,2115,1291,887,4491,47.09,28.75,19.75,75.84,53,31,12,2726,51,1456,5368,1.79,50.78,0.95,27.12,0.252
210011534,15073,43,1913,759,2257,408,2167,2.6,2646,1612,1638,3445,17.55,10.69,10.87,22.86,4373,5023,29.01,33.32,1230,8.16,5065,1699,124,4321,117.22,39.32,4235,1217,5447,77.75,22.34,1099,112,20.18,2.06,260,1745,2368,1004,5447,4.77,61.91,2505,1769,1018,5447,45.99,32.48,18.69,78.47,69,28,0,3481,48,1998,6980,1.39,49.87,0.69,28.62,0.2133
210021232,14222,40,2311,944,2656,430,2167,2.8,3171,1642,1127,2322,22.3,11.55,7.92,16.33,1839,744,12.93,5.23,683,4.8,5965,1156,51,3943,151.28,29.32,3869,880,4747,81.5,18.54,835,48,17.59,1.01,78,1051,2113,1473,4747,1.64,75.54,1722,2261,664,4747,36.28,47.63,13.99,83.91,55,7,0,3807,99,1815,7135,0.87,53.36,1.39,25.44,0.1861
210021233,3523,46,2457,991,2860,361,2492,2.7,730,334,197,739,20.72,9.48,5.59,20.98,524,138,14.87,3.92,111,3.15,1357,224,11,1002,135.43,22.36,978,226,1211,80.76,18.66,211,19,17.42,1.57,16,250,577,357,1211,1.32,77.13,528,544,101,1211,43.6,44.92,8.34,88.52,19,0,0,750,29,602,1716,1.11,43.71,1.69,35.08,0.1469
210021234,4457,42,2156,882,2393,400,2000,2.8,858,551,396,749,19.25,12.36,8.88,16.81,503,159,11.29,3.57,152,3.41,1660,382,24,1292,128.48,29.57,1258,273,1526,82.44,17.89,249,21,16.32,1.38,21,311,630,554,1526,1.38,77.59,578,736,172,1526,37.88,48.23,11.27,86.11,40,0,0,1276,23,577,2320,1.72,55,0.99,24.87,0.1855
210021235,10765,41,2004,837,2237,365,1928,2.7,2111,1172,1299,1800,19.61,10.89,12.07,16.72,1111,393,10.32,3.65,527,4.9,3845,1004,41,3064,125.49,32.77,2987,752,3740,79.87,20.11,683,66,18.26,1.76,40,729,1521,1390,3740,1.07,77.83,1303,1916,389,3740,34.84,51.23,10.4,86.07,18,0,0,3084,102,1191,5370,0.34,57.43,1.9,22.18,0.1821
210031236,8425,38,1980,882,2380,401,2167,2.5,1498,863,1358,1234,17.78,10.24,16.12,14.65,2592,2754,30.77,32.69,636,7.55,2857,860,88,2157,132.45,39.87,2137,972,3103,68.87,31.32,769,203,24.78,6.54,326,1371,985,382,3103,10.51,44.05,922,1144,958,3103,29.71,36.87,30.87,66.58,114,14,63,1558,44,1578,4262,4.48,36.56,1.03,37.02,0.2025
210031237,14002,35,1436,594,1691,380,1880,2.8,2977,1707,2307,2189,21.26,12.19,16.48,15.63,6332,8160,45.22,58.28,1242,8.87,5510,1541,156,3394,162.35,45.4,3282,1325,4604,71.29,28.78,1122,203,24.37,4.41,464,1880,1461,713,4604,10.08,47.22,1664,1371,1410,4604,36.14,29.78,30.63,65.92,237,36,11,2784,68,1233,5548,5.12,50.18,1.23,22.22,0.2646
210031439,3111,40,2162,923,2577,423,2000,2.7,604,391,368,503,19.41,12.57,11.83,16.17,768,912,24.69,29.32,131,4.21,1234,331,28,876,140.87,37.79,855,265,1122,76.2,23.62,249,16,22.19,1.43,36,358,482,239,1122,3.21,64.26,336,530,160,1122,29.95,47.24,14.26,77.18,14,0,3,824,9,464,1603,1.06,51.4,0.56,28.95,0.1957
210031440,6241,36,1538,684,1864,376,2000,2.5,1191,651,1103,1089,19.08,10.43,17.67,17.45,2023,2628,32.41,42.11,531,8.51,2172,717,59,1645,132.04,43.59,1609,710,2319,69.38,30.62,635,73,27.38,3.15,192,911,823,357,2319,8.28,50.88,867,759,619,2319,37.39,32.73,26.69,70.12,58,10,4,1372,15,687,2661,2.71,51.56,0.56,25.82,0.2445
210031535,14783,34,1526,703,1830,369,1885,2.6,2688,1765,2996,2155,18.18,11.94,20.27,14.58,6146,7472,41.57,50.54,1264,8.55,4902,1700,235,3678,133.28,46.22,3596,1777,5377,66.88,33.05,1510,264,28.08,4.91,563,2356,1719,630,5377,10.47,43.69,1525,1697,1977,5377,28.36,31.56,36.77,59.92,350,34,8,3080,80,1569,6491,6.04,47.45,1.23,24.17,0.2418
210031536,8857,33,1869,850,2102,369,1980,2.6,1449,1059,2203,1188,16.36,11.96,24.87,13.41,4035,4112,45.56,46.43,634,7.16,2802,844,157,2253,124.37,37.46,2203,979,3180,69.28,30.79,819,159,25.75,5,326,1462,987,366,3180,10.25,42.55,794,1075,1241,3180,24.97,33.81,39.03,58.77,400,36,0,1907,60,1118,4540,9.6,42,1.32,24.63,0.1974
210031537,7898,36,2204,1011,2623,401,2167,2.5,1321,889,1534,981,16.73,11.26,19.42,12.42,2773,2690,35.11,34.06,391,4.95,2635,718,95,2147,122.73,33.44,2122,906,3024,70.17,29.96,748,154,24.74,5.09,198,1361,1033,397,3024,6.55,47.29,866,1115,985,3024,28.64,36.87,32.57,65.51,241,8,3,1681,30,1573,4384,5.75,38.34,0.68,35.88,0.1819
210031538,17214,36,2003,971,2470,400,2100,2.4,3030,1774,3276,2372,17.6,10.31,19.03,13.78,5195,5766,30.18,33.5,1095,6.36,5975,1692,206,4627,129.13,36.57,4566,2245,6806,67.09,32.99,1938,303,28.47,4.45,520,3069,2322,811,6806,7.64,46.03,1975,2316,2351,6806,29.02,34.03,34.54,63.05,312,42,25,4020,71,3033,9207,4.12,43.66,0.77,32.94,0.1997
210041240,13671,39,2106,850,2315,371,1789,2.8,2618,1766,1741,1968,19.15,12.92,12.73,14.4,2178,1238,15.93,9.06,794,5.81,4950,1521,122,3913,126.5,38.87,3815,847,4658,81.9,18.18,753,83,16.17,1.78,91,1112,2013,1387,4658,1.95,72.99,1562,2359,638,4658,33.53,50.64,13.7,84.18,84,15,0,3940,50,1503,7027,1.41,56.07,0.71,21.39,0.1762
210041539,5237,32,2009,994,2241,396,1800,2.6,1115,483,1287,422,21.29,9.22,24.58,8.06,1244,1235,23.75,23.58,214,4.09,2138,555,56,1498,142.72,37.05,1473,464,1933,76.2,24,416,46,21.52,2.38,34,617,869,388,1933,1.76,65.03,344,1147,402,1933,17.8,59.34,20.8,77.13,95,0,0,1603,7,652,2907,3.27,55.14,0.24,22.43,0.1971
210041540,14985,38,1727,828,2169,351,1800,2.5,2773,1747,2082,2621,18.51,11.66,13.89,17.49,2848,1739,19.01,11.6,1111,7.41,4987,1928,115,4093,121.84,47.1,4015,1722,5741,69.94,29.99,1598,127,27.83,2.21,358,2049,2153,1112,5741,6.24,56.87,1735,2420,1461,5741,30.22,42.15,25.45,72.37,153,19,0,4063,84,1662,7388,2.33,54.99,1.14,22.5,0.2032
210041541,11166,36,1987,883,2231,376,1733,2.7,2158,1355,1741,1481,19.33,12.14,15.59,13.26,1715,917,15.36,8.21,652,5.84,3909,1399,66,3193,122.42,43.81,3110,888,3999,77.77,22.21,779,111,19.48,2.78,89,1087,1722,1057,3999,2.23,69.49,1182,1933,816,3999,29.56,48.34,20.41,77.89,86,21,0,3369,47,1234,5956,1.8,56.56,0.79,20.72,0.1892
210051242,13859,33,1172,492,1280,331,1419,2.8,2797,1849,2783,1641,20.18,13.34,20.08,11.84,6696,8022,48.32,57.88,1275,9.2,4466,2200,232,3156,141.51,69.71,3026,1333,4357,69.45,30.59,1093,243,25.09,5.58,590,1792,1262,602,4357,13.54,42.78,985,1108,2094,4357,22.61,25.43,48.06,48.04,236,84,3,2464,70,535,4471,7.22,55.11,1.57,11.97,0.2824
210051243,16057,34,1104,437,1245,330,1500,3,3481,2177,2381,2511,21.68,13.56,14.83,15.64,7348,10616,45.76,66.11,1803,11.23,5943,2545,210,3811,155.94,66.78,3602,1284,4892,73.63,26.25,1137,149,23.24,3.05,437,1812,1558,970,4892,8.93,51.68,1678,1531,1444,4892,34.3,31.3,29.52,65.6,161,38,0,2771,55,495,4496,4.43,61.63,1.22,11.01,0.2989
210051245,18024,41,1600,678,1936,371,1900,2.6,3052,2070,2370,3619,16.93,11.48,13.15,20.08,5449,5717,30.23,31.72,1476,8.19,5589,2535,155,5054,110.59,50.16,4942,1572,6512,75.89,24.14,1456,122,22.36,1.87,298,2057,2662,1394,6512,4.58,62.29,2550,2486,1312,6512,39.16,38.18,20.15,77.33,83,48,0,4739,47,1621,8087,1.62,58.6,0.58,20.04,0.2319
210051246,22095,35,2250,793,2315,430,2167,3.2,4646,3004,3214,2427,21.03,13.6,14.55,10.98,7362,9935,33.32,44.96,1128,5.11,9382,2066,119,6146,152.65,33.62,5917,684,6610,89.52,10.35,631,56,9.55,0.85,100,1230,2952,2243,6610,1.51,78.59,2132,3520,803,6610,32.25,53.25,12.15,85.51,108,29,4,6249,33,2421,10809,1.3,57.81,0.31,22.4,0.1911
210051247,14890,34,1274,442,1342,346,1460,3.3,3197,2192,2248,1744,21.47,14.72,15.1,11.71,6887,10123,46.25,67.99,1570,10.54,5248,2588,165,3681,142.57,70.31,3507,752,4256,82.4,17.67,632,123,14.85,2.89,256,1380,1540,964,4256,6.02,58.83,1136,1641,1300,4256,26.69,38.56,30.55,65.25,81,36,0,2895,18,552,4420,2.65,65.5,0.41,12.49,0.2716
210051248,126,38,1437,866,3499,250,985,2.8,14,25,21,22,11.11,19.84,16.67,17.46,26,14,20.63,11.11,4,3.17,13,10,0,18,72.22,55.56,12,11,23,52.17,47.83,11,0,47.83,0,0,9,0,9,23,0,39.13,11,9,0,23,47.83,39.13,0,86.96,0,0,0,18,3,12,42,0,42.86,7.14,28.57,0.174
210051250,6576,40,1404,725,1794,351,1733,2.3,1000,607,1165,1321,15.21,9.23,17.72,20.09,2221,2246,33.77,34.15,533,8.11,1785,894,89,1798,99.28,49.72,1759,987,2745,64.08,35.96,918,70,33.44,2.55,179,1209,970,347,2745,6.52,47.98,878,851,922,2745,31.99,31,33.59,62.99,18,25,14,1773,37,559,3037,1.88,58.38,1.22,18.41,0.25
210051441,8099,34,1523,654,1664,350,1517,3,1722,1131,1209,898,21.26,13.96,14.93,11.09,2983,3379,36.83,41.72,592,7.31,2960,1196,68,2115,139.95,56.55,2022,571,2595,77.92,22,506,69,19.5,2.66,121,860,948,605,2595,4.66,59.85,723,1092,703,2595,27.86,42.08,27.09,69.94,77,26,0,2178,29,436,3466,2.97,62.84,0.84,12.58,0.2298
210051442,12309,32,1958,742,2027,371,1842,3.4,3150,1754,1779,743,25.59,14.25,14.45,6.04,5587,6924,45.39,56.25,608,4.94,6191,1367,112,3167,195.48,43.16,3007,508,3518,85.47,14.44,437,76,12.42,2.16,97,1001,1542,824,3518,2.76,67.25,516,1977,956,3518,14.67,56.2,27.17,70.86,115,32,0,3343,28,981,5581,2.63,59.9,0.5,17.58,0.1895
210051443,21673,32,1835,676,1885,375,1900,3.3,5358,3029,3570,1479,24.72,13.98,16.47,6.82,10213,12588,47.12,58.08,1342,6.19,10378,2468,179,5547,187.09,44.49,5262,926,6189,85.02,14.96,766,160,12.38,2.59,198,1759,2565,1558,6189,3.2,66.62,1069,3379,1592,6189,17.27,54.6,25.72,71.87,226,57,0,5580,48,1557,9292,3.05,60.05,0.52,16.76,0.2044
210051445,23374,30,1982,874,1984,400,2000,3.3,6787,2333,6038,828,29.04,9.98,25.83,3.54,10627,13256,45.47,56.71,776,3.32,13363,2109,162,6216,214.98,33.93,5881,880,6767,86.91,13,736,143,10.88,2.11,102,1763,3466,1345,6767,1.51,71.1,545,4581,1501,6767,8.05,67.7,22.18,75.75,153,27,0,6904,33,1743,10757,1.67,64.18,0.31,16.2,0.2018
210051542,9842,30,1876,769,1845,396,1907,3.4,3017,1033,2041,343,30.65,10.5,20.74,3.49,5601,6971,56.91,70.83,444,4.51,6086,901,62,2560,237.73,35.2,2432,356,2791,87.14,12.76,289,69,10.35,2.47,75,913,1334,423,2791,2.69,62.95,172,1702,851,2791,6.16,60.98,30.49,67.14,72,36,0,2603,16,710,4237,2.55,61.43,0.38,16.76,0.2111
210051543,12999,31,1752,689,1798,381,1900,3.3,3444,1561,2399,960,26.49,12.01,18.46,7.39,7159,8500,55.07,65.39,744,5.72,6901,1315,97,3332,207.11,39.47,3162,629,3792,83.39,16.59,541,90,14.27,2.37,143,1427,1559,600,3792,3.77,56.94,375,1963,1258,3792,9.89,51.77,33.18,61.66,98,35,0,3102,48,958,5243,2.54,59.16,0.92,18.27,0.2175
210051544,9479,34,1642,517,1705,375,1647,3.4,1847,1708,1301,872,19.49,18.02,13.73,9.2,4640,6155,48.95,64.93,763,8.05,3647,1302,72,2399,152.02,54.27,2278,393,2673,85.22,14.7,340,57,12.72,2.13,122,747,1006,759,2673,4.56,66.03,671,1313,608,2673,25.1,49.12,22.75,74.22,97,28,0,2288,19,589,3757,3.33,60.9,0.51,15.68,0.2284
210051545,14658,30,1619,446,1590,395,1750,3.8,3682,2476,2014,1124,25.12,16.89,13.74,7.67,7676,10677,52.37,72.84,1290,8.8,7297,1727,90,3457,211.08,49.96,3249,395,3643,89.18,10.84,344,48,9.44,1.32,94,870,1522,1071,3643,2.58,71.18,616,2068,808,3643,16.91,56.77,22.18,73.68,94,18,0,3058,12,725,4831,2.32,63.3,0.25,15.01,0.244
211011251,12589,38,1610,786,1975,376,1827,2.4,2071,1320,2061,2224,16.45,10.49,16.37,17.67,4418,3912,35.09,31.07,833,6.62,3861,1654,138,3490,110.63,47.39,3387,1594,4985,67.94,31.98,1412,184,28.32,3.69,274,1962,1876,783,4985,5.5,53.34,1369,1789,1664,4985,27.46,35.89,33.38,63.35,131,43,0,3440,74,1504,6382,2.73,53.9,1.16,23.57,0.2335
211011254,16601,39,1953,791,2178,425,2117,2.8,2999,2067,2066,2696,18.07,12.45,12.45,16.24,6833,6399,41.16,38.55,706,4.25,6109,1738,138,4806,127.11,36.16,4649,1185,5829,79.76,20.33,1044,136,17.91,2.33,135,1737,2705,1208,5829,2.32,67.13,1902,2409,1336,5829,32.63,41.33,22.92,73.96,64,68,0,4594,68,2245,8465,1.56,54.27,0.8,26.52,0.2176
211011255,6594,41,2756,944,2886,435,2200,3.1,1138,1077,619,787,17.26,16.33,9.39,11.94,1501,1220,22.76,18.5,240,3.64,2327,475,8,1882,123.65,25.24,1804,228,2036,88.61,11.2,218,15,10.71,0.74,19,300,861,837,2036,0.93,83.4,768,1079,151,2036,37.72,53,7.42,90.72,18,13,0,2127,11,980,3840,0.81,55.39,0.29,25.52,0.1578
211011256,15418,41,2083,832,2305,425,2000,2.8,2519,1891,2038,2504,16.34,12.26,13.22,16.24,5681,5156,36.85,33.44,844,5.47,5135,1520,118,4522,113.56,33.61,4387,1008,5399,81.26,18.67,918,93,17,1.72,154,1437,2357,1420,5399,2.85,69.96,1991,2256,1017,5399,36.88,41.79,18.84,78.66,41,32,0,4715,44,2051,8271,0.88,57.01,0.53,24.8,0.204
211011257,7905,41,2285,852,2515,450,2156,3,1463,1152,744,1166,18.51,14.57,9.41,14.75,2456,2191,31.07,27.72,346,4.38,3081,655,46,2264,136.09,28.93,2202,423,2623,83.95,16.13,388,35,14.79,1.33,49,631,1171,747,2623,1.87,73.12,836,1285,331,2623,31.87,48.99,12.62,80.86,23,32,0,2285,9,1165,4236,1.3,53.94,0.21,27.5,0.1969
211011258,10375,42,2363,843,2509,471,2062,3,1674,1548,1022,1622,16.13,14.92,9.85,15.63,3651,3307,35.19,31.87,420,4.05,3474,860,65,3030,114.65,28.38,2933,476,3411,85.99,13.95,418,61,12.25,1.79,46,693,1577,1071,3411,1.35,77.63,1289,1616,383,3411,37.79,47.38,11.23,85.17,29,23,0,3204,16,1442,5733,0.91,55.89,0.28,25.15,0.1993
211011259,14341,41,1883,762,2106,427,2167,2.8,2647,1526,1544,3053,18.46,10.64,10.77,21.29,5690,5626,39.68,39.23,783,5.46,5272,1419,85,4111,128.24,34.52,3989,945,4937,80.8,19.14,848,101,17.18,2.05,148,1391,2361,983,4937,3,67.73,1909,1839,974,4937,38.67,37.25,19.73,75.92,71,44,6,3494,64,1877,6746,1.79,51.79,0.95,27.82,0.2268
211011260,17942,44,1821,723,2151,426,2100,2.7,2651,2219,2002,4144,14.78,12.37,11.16,23.1,7986,7534,44.51,41.99,1270,7.08,5392,1737,130,5061,106.54,34.32,4873,1515,6381,76.37,23.74,1374,133,21.53,2.08,353,1964,2595,1400,6381,5.53,62.61,2507,2097,1316,6381,39.29,32.86,20.62,72.15,82,66,0,4503,75,2492,8741,1.69,51.52,0.86,28.51,0.2339
211011446,23560,39,1609,796,1997,376,1869,2.4,3980,2356,3715,4415,16.89,10,15.77,18.74,6417,4883,27.24,20.73,1704,7.23,7293,3001,248,6454,113,46.5,6314,2958,9271,68.1,31.91,2650,313,28.58,3.38,471,3594,3623,1474,9271,5.08,54.98,2774,3672,2618,9271,29.92,39.61,28.24,69.53,212,72,3,6359,118,2856,11743,2.44,54.15,1,24.32,0.2337
211011447,14145,41,1606,775,2071,370,1889,2.4,2404,1459,1915,2752,17,10.31,13.54,19.46,3390,2378,23.97,16.81,989,6.99,4401,1832,133,3911,112.53,46.84,3821,1725,5550,68.85,31.08,1567,163,28.23,2.94,304,2045,2103,1032,5550,5.48,56.49,1868,2212,1289,5550,33.66,39.86,23.23,73.51,109,44,0,3797,53,1644,6997,2.19,54.27,0.76,23.5,0.2304
211011448,15334,39,1960,806,2229,405,1950,2.7,2713,1879,1988,2460,17.69,12.25,12.96,16.04,3884,2832,25.33,18.47,856,5.58,5262,1808,133,4381,120.11,41.27,4279,1220,5497,77.84,22.19,1078,137,19.61,2.49,179,1520,2450,1299,5497,3.26,68.2,1906,2513,988,5497,34.67,45.72,17.97,80.39,91,48,0,4568,60,1812,8081,1.72,56.53,0.74,22.42,0.2066
211011449,4345,39,2049,840,2291,366,1950,2.7,861,496,525,630,19.82,11.42,12.08,14.5,674,311,15.51,7.16,172,3.96,1679,448,32,1238,135.62,36.19,1205,308,1512,79.7,20.37,281,29,18.58,1.92,34,343,714,411,1512,2.25,74.4,551,797,146,1512,36.44,52.71,9.66,89.15,16,7,0,1293,29,514,2316,0.99,55.83,1.25,22.19,0.1786
211021261,16275,45,2284,826,2717,451,2582,2.9,2760,2227,1243,3477,16.96,13.68,7.64,21.36,5050,4551,31.03,27.96,881,5.41,5641,1209,46,4524,124.69,26.72,4412,1031,5441,81.09,18.95,957,70,17.59,1.29,152,1342,2293,1604,5441,2.79,71.62,2444,2110,689,5441,44.92,38.78,12.66,83.7,52,60,0,3583,29,2757,7959,1.41,45.02,0.36,34.64,0.1975
211021262,10112,46,2779,930,3051,481,2300,3,1669,1591,657,1892,16.51,15.73,6.5,18.71,1907,1160,18.86,11.47,473,4.68,3567,677,33,2852,125.07,23.74,2766,444,3201,86.41,13.87,410,29,12.81,0.91,27,500,1321,1340,3201,0.84,83.13,1436,1484,212,3201,44.86,46.36,6.62,91.22,17,20,0,2611,67,1746,5416,0.68,48.21,1.24,32.24,0.1731
211031263,11871,39,1800,838,2187,361,1849,2.6,2140,1391,1607,1776,18.03,11.72,13.54,14.96,2617,1999,22.05,16.84,783,6.6,4088,1362,112,3288,124.33,41.42,3204,1117,4331,73.98,25.79,1022,96,23.6,2.22,162,1350,1776,994,4331,3.74,63.96,1331,2027,883,4331,30.73,46.8,20.39,77.53,70,29,0,3564,52,1356,6255,1.58,56.98,0.83,21.68,0.2006
211031265,18059,41,2377,913,2674,431,2167,2.9,3328,2482,1797,2743,18.43,13.74,9.95,15.19,3509,2244,19.43,12.43,767,4.25,6656,1739,99,5237,127.1,33.21,5133,983,6114,83.95,16.08,906,73,14.82,1.19,104,1429,2870,1673,6114,1.7,74.3,2268,2961,814,6114,37.1,48.43,13.31,85.53,75,23,0,4918,67,2945,9898,0.99,49.69,0.68,29.75,0.1813
211031266,18715,38,1660,822,2157,381,2000,2.4,3198,2004,3110,3192,17.09,10.71,16.62,17.06,6613,5854,35.34,31.28,1183,6.32,6214,1986,177,4982,124.73,39.86,4888,2546,7434,65.75,34.25,2260,295,30.4,3.97,625,3275,2521,884,7434,8.41,45.8,1968,2371,2881,7434,26.47,31.89,38.75,58.37,272,79,0,4334,170,2821,9488,3.7,45.68,1.79,29.73,0.2295
211031267,21132,39,1945,879,2404,385,2100,2.6,4043,2336,2635,3592,19.13,11.05,12.47,17,5386,4434,25.49,20.98,1193,5.65,8058,2041,163,5726,140.73,35.64,5627,2205,7828,71.88,28.17,1979,228,25.28,2.91,340,2938,3216,1283,7828,4.34,57.47,2691,3061,1949,7828,34.38,39.1,24.9,73.48,222,32,0,4852,132,3489,10757,2.36,45.11,1.23,32.43,0.1979
211031268,9654,43,2330,880,2639,436,2200,2.8,1763,1171,866,1895,18.26,12.13,8.97,19.63,2199,1659,22.78,17.18,510,5.28,3655,830,42,2819,129.66,29.44,2752,573,3330,82.64,17.21,525,49,15.77,1.47,73,841,1600,777,3330,2.19,71.38,1415,1455,403,3330,42.49,43.69,12.1,86.19,53,19,0,2260,35,1705,5016,1.44,45.06,0.7,33.99,0.1871
211031450,16109,38,1566,827,2037,371,1885,2.3,2891,1532,2620,2936,17.95,9.51,16.26,18.23,4045,3057,25.11,18.98,1066,6.62,5270,2007,149,4356,120.98,46.07,4268,2327,6597,64.7,35.27,2121,201,32.15,3.05,373,2801,2473,875,6597,5.65,50.75,1906,2558,1976,6597,28.89,38.78,29.95,67.67,127,53,0,4354,96,1935,8113,2.22,53.67,1.18,23.85,0.2369
211031451,14139,41,1695,805,2221,399,2078,2.5,2552,1478,1712,3199,18.05,10.45,12.11,22.63,3531,2548,24.97,18.02,1037,7.33,4779,1532,84,3892,122.79,39.36,3802,1613,5418,70.17,29.77,1484,132,27.39,2.44,303,2022,2171,877,5418,5.59,56.26,1926,2048,1162,5418,35.55,37.8,21.45,73.35,101,42,0,3332,69,1941,6746,2.12,49.39,1.02,28.77,0.2354
211031452,4898,38,1888,844,2228,410,2000,2.6,993,484,650,799,20.27,9.88,13.27,16.31,1001,750,20.44,15.31,290,5.92,1818,568,28,1413,128.66,40.2,1379,434,1811,76.15,23.96,394,39,21.76,2.15,53,578,806,367,1811,2.93,64.77,603,839,345,1811,33.3,46.33,19.05,79.62,37,14,0,1316,15,653,2487,2.05,52.92,0.6,26.26,0.2172
211041269,10780,42,1658,706,2120,396,2123,2.5,1757,1197,1218,2361,16.3,11.1,11.3,21.9,4566,4611,42.36,42.77,844,7.83,3540,1154,130,2928,120.9,39.41,2841,1245,4083,69.58,30.49,1123,124,27.5,3.04,300,1641,1532,569,4083,7.35,51.46,1555,1336,1049,4083,38.08,32.72,25.69,70.81,87,41,3,2208,71,1612,4928,2.66,44.81,1.44,32.71,0.2388
211041270,16795,39,2030,911,2487,406,2167,2.5,2980,1860,2374,2719,17.74,11.07,14.14,16.19,5640,5339,33.58,31.79,738,4.39,6256,1458,156,4708,132.88,30.97,4604,1862,6468,71.18,28.79,1635,235,25.28,3.63,393,2661,2488,879,6468,6.08,52.06,2261,2320,1774,6468,34.96,35.87,27.43,70.83,295,56,0,3538,119,3302,8910,3.94,39.71,1.34,37.06,0.2
211041271,12413,39,1938,839,2393,391,2167,2.6,2179,1347,1816,2236,17.55,10.85,14.63,18.01,4693,4574,37.81,36.85,766,6.17,4450,1033,146,3270,136.09,31.59,3187,1394,4579,69.6,30.44,1206,187,26.34,4.08,303,1815,1756,588,4579,6.62,51.19,1459,1588,1312,4579,31.86,34.68,28.65,66.54,199,52,0,2536,68,2144,6176,4.06,41.06,1.1,34.72,0.2018
211041272,10993,40,2042,797,2354,426,2383,2.8,2262,1299,933,2026,20.58,11.82,8.49,18.43,4152,4192,37.77,38.13,544,4.95,4612,1052,79,3082,149.64,34.13,2988,811,3800,78.63,21.34,745,68,19.61,1.79,119,1235,1793,627,3800,3.13,63.68,1498,1520,706,3800,39.42,40,18.58,79.42,85,34,3,2332,53,1794,5262,2.32,44.32,1.01,34.09,0.2086
211041273,11954,46,1944,715,2179,496,2383,2.8,1764,1500,1103,3211,14.76,12.55,9.23,26.86,5518,5425,46.16,45.38,701,5.86,3649,1045,85,3453,105.68,30.26,3321,765,4085,81.3,18.73,684,86,16.74,2.11,131,1164,1869,889,4085,3.21,67.52,1971,1340,565,4085,48.25,32.8,13.83,81.05,68,35,21,2519,32,1754,5400,2.3,46.65,0.59,32.48,0.2551
