poa_code_2021,total_population,median_age,median_household_income_weekly,median_personal_income_weekly,median_family_income_weekly,median_rent_weekly,median_mortgage_monthly,average_household_size,age_0_14_count,age_15_24_count,age_25_34_count,age_65_plus_count,age_0_14_pct,age_15_24_pct,age_25_34_pct,age_65_plus_pct,born_overseas_count,language_other_than_english_count,born_overseas_pct,language_other_than_english_pct,need_for_assistance_count,need_for_assistance_pct,couple_family_with_children_count,one_parent_family_count,other_family_count,total_families,couple_family_with_children_pct,one_parent_family_pct,family_households_count,non_family_households_count,total_households,family_households_pct,non_family_households_pct,lone_person_households_count,group_households_count,lone_person_households_pct,group_households_pct,no_car_households_count,one_car_households_count,two_car_households_count,three_plus_car_households_count,car_households_total,no_car_households_pct,two_plus_car_households_pct,owned_outright_count,owned_with_mortgage_count,rented_count,tenure_total,owned_outright_pct,owned_with_mortgage_pct,renters_pct,owner_occupied_pct,train_to_work_count,bus_to_work_count,tram_to_work_count,car_driver_to_work_count,walk_to_work_count,worked_from_home_count,travel_to_work_total,public_transport_to_work_pct,car_to_work_pct,walk_to_work_pct,worked_from_home_pct,rent_to_income_ratio
POA3233,2363,53,1172,700,1503,300,1703,2,301,158,220,736,12.74,6.69,9.31,31.15,428,204,18.11,8.63,101,4.27,467,176,15,587,79.56,29.98,581,387,963,60.33,40.19,349,27,36.24,2.8,39,446,327,134,963,4.05,47.87,469,215,235,963,48.7,22.33,24.4,71.03,0,0,0,475,122,200,1037,0,45.81,11.76,19.29,0.256
POA3234,237,51,1325,918,2125,301,1733,2,37,13,17,70,15.61,5.49,7.17,29.54,34,10,14.35,4.22,3,1.27,59,13,0,51,115.69,25.49,52,38,90,57.78,42.22,40,5,44.44,5.56,0,40,34,19,90,0,58.89,54,22,15,90,60,24.44,16.67,84.44,0,0,0,45,19,30,116,0,38.79,16.38,25.86,0.2272
POA3235,515,47,1694,820,1962,200,1690,2.4,87,40,39,97,16.89,7.77,7.57,18.83,73,23,14.17,4.47,20,3.88,134,52,4,140,95.71,37.14,136,36,171,79.53,21.05,30,3,17.54,1.75,0,43,73,50,171,0,71.93,84,69,21,171,49.12,40.35,12.28,89.47,0,0,0,113,9,85,249,0,45.38,3.61,34.14,0.1181
POA3236,257,52,1091,595,1312,290,1509,2.1,36,17,29,59,14.01,6.61,11.28,22.96,30,10,11.67,3.89,14,5.45,36,41,3,68,52.94,60.29,67,26,96,69.79,27.08,24,0,25,0,3,27,43,12,96,3.12,57.29,47,29,13,96,48.96,30.21,13.54,79.17,0,0,0,54,12,35,118,0,45.76,10.17,29.66,0.2658
POA3237,276,51,900,571,1312,195,1000,2,25,17,23,46,9.06,6.16,8.33,16.67,44,17,15.94,6.16,6,2.17,44,20,3,65,67.69,30.77,63,40,102,61.76,39.22,35,3,34.31,2.94,0,25,45,31,102,0,74.51,51,36,10,102,50,35.29,9.8,85.29,0,0,0,48,10,35,119,0,40.34,8.4,29.41,0.2167
POA3238,251,52,1390,774,1937,160,1257,2.1,35,14,15,33,13.94,5.58,5.98,13.15,40,11,15.94,4.38,10,3.98,55,24,0,69,79.71,34.78,67,37,108,62.04,34.26,40,0,37.04,0,3,42,39,21,108,2.78,55.56,49,39,17,108,45.37,36.11,15.74,81.48,0,0,0,62,3,40,135,0,45.93,2.22,29.63,0.1151
POA3239,491,49,1187,607,1625,200,1083,2.3,72,46,47,106,14.66,9.37,9.57,21.59,42,16,8.55,3.26,34,6.92,137,32,0,125,109.6,25.6,121,61,184,65.76,33.15,59,5,32.07,2.72,3,54,73,58,184,1.63,71.2,96,58,19,184,52.17,31.52,10.33,83.7,0,0,0,111,15,49,214,0,51.87,7.01,22.9,0.1685
POA3240,2169,40,2340,955,2573,330,2119,2.9,460,257,175,315,21.21,11.85,8.07,14.52,158,34,7.28,1.57,69,3.18,896,137,4,618,144.98,22.17,598,109,711,84.11,15.33,98,16,13.78,2.25,0,74,285,330,711,0,86.5,306,332,53,711,43.04,46.69,7.45,89.73,0,0,0,691,23,274,1196,0,57.78,1.92,22.91,0.141
POA3241,3072,43,1516,744,1918,290,1600,2.4,521,312,402,643,16.96,10.16,13.09,20.93,274,76,8.92,2.47,221,7.19,917,280,14,859,106.75,32.6,843,333,1169,72.11,28.49,305,27,26.09,2.31,30,307,467,335,1169,2.57,68.61,420,495,208,1169,35.93,42.34,17.79,78.27,0,6,0,886,60,259,1468,0.41,60.35,4.09,17.64,0.1913
POA3242,942,43,1521,782,1914,300,1517,2.4,185,76,104,204,19.64,8.07,11.04,21.66,95,12,10.08,1.27,35,3.72,317,70,0,250,126.8,28,249,110,363,68.6,30.3,105,6,28.93,1.65,5,106,165,79,363,1.38,67.22,154,143,55,363,42.42,39.39,15.15,81.82,0,3,0,266,29,97,475,0.63,56,6.11,20.42,0.1972
POA3243,392,48,1474,814,2038,300,1500,2.4,53,36,36,114,13.52,9.18,9.18,29.08,22,10,5.61,2.55,8,2.04,106,18,4,116,91.38,15.52,112,38,146,76.71,26.03,31,4,21.23,2.74,0,28,60,57,146,0,80.14,69,57,16,146,47.26,39.04,10.96,86.3,0,0,0,105,9,68,215,0,48.84,4.19,31.63,0.2035
POA3249,3368,46,1434,702,1793,250,1476,2.6,625,362,289,685,18.56,10.75,8.58,20.34,232,66,6.89,1.96,154,4.57,1141,244,18,928,122.95,26.29,916,319,1231,74.41,25.91,290,20,23.56,1.62,4,237,468,488,1231,0.32,77.66,613,421,136,1231,49.8,34.2,11.05,84,0,5,0,993,68,339,1727,0.29,57.5,3.94,19.63,0.1743
POA3250,12756,42,1250,701,1701,260,1300,2.3,2173,1381,1657,3094,17.04,10.83,12.99,24.26,1269,932,9.95,7.31,1117,8.76,3480,1461,132,3214,108.28,45.46,3169,1959,5127,61.81,38.21,1758,199,34.29,3.88,389,1881,1796,945,5127,7.59,53.46,2039,1591,1323,5127,39.77,31.03,25.8,70.8,4,7,0,4017,268,367,5923,0.19,67.82,4.52,6.2,0.208
POA3251,524,50,1308,716,1928,220,1300,2.2,81,37,49,132,15.46,7.06,9.35,25.19,27,12,5.15,2.29,25,4.77,155,37,10,149,104.03,24.83,150,83,228,65.79,36.4,73,5,32.02,2.19,5,55,90,73,228,2.19,71.49,108,80,24,228,47.37,35.09,10.53,82.46,0,0,0,154,18,61,283,0,54.42,6.36,21.55,0.1682
POA3254,358,33,1485,719,1833,230,1300,2.6,82,43,53,36,22.91,12.01,14.8,10.06,10,9,2.79,2.51,20,5.59,128,49,6,84,152.38,58.33,86,31,121,71.07,25.62,30,0,24.79,0,0,27,45,50,121,0,78.51,35,63,14,121,28.93,52.07,11.57,80.99,0,0,0,123,7,11,172,0,71.51,4.07,6.4,0.1549
POA3260,4801,49,1256,680,1688,230,1153,2.3,771,469,442,1346,16.06,9.77,9.21,28.04,337,112,7.02,2.33,343,7.14,1287,437,41,1283,100.31,34.06,1264,678,1939,65.19,34.97,625,50,32.23,2.58,107,609,693,502,1939,5.52,61.63,926,553,369,1939,47.76,28.52,19.03,76.28,5,5,0,1347,146,338,2203,0.45,61.14,6.63,15.34,0.1831
POA3264,2254,49,1162,651,1552,225,1066,2.2,352,219,232,607,15.62,9.72,10.29,26.93,135,54,5.99,2.4,237,10.51,578,269,25,605,95.54,44.46,595,334,926,64.25,36.07,296,29,31.97,3.13,48,320,308,228,926,5.18,57.88,415,272,188,926,44.82,29.37,20.3,74.19,0,0,0,673,48,91,1008,0,66.77,4.76,9.03,0.1936
POA3265,2827,41,1772,840,2067,200,1343,2.7,575,342,312,431,20.34,12.1,11.04,15.25,196,81,6.93,2.87,113,4,1037,213,25,762,136.09,27.95,754,223,977,77.18,22.82,217,11,22.21,1.13,10,173,381,407,977,1.02,80.66,377,344,155,977,38.59,35.21,15.86,73.8,0,0,0,848,108,311,1525,0,55.61,7.08,20.39,0.1129
POA3266,3047,47,1298,679,1674,220,1200,2.4,531,350,309,729,17.43,11.49,10.14,23.93,203,52,6.66,1.71,204,6.7,870,315,27,822,105.84,38.32,810,351,1161,69.77,30.23,329,18,28.34,1.55,39,319,408,380,1161,3.36,67.87,522,346,209,1161,44.96,29.8,18,74.76,0,0,0,855,114,218,1441,0,59.33,7.91,15.13,0.1695
POA3267,214,51,1600,794,1770,260,800,2.5,28,18,23,39,13.08,8.41,10.75,18.22,12,8,5.61,3.74,8,3.74,51,16,0,63,80.95,25.4,61,18,73,83.56,24.66,12,0,16.44,0,5,11,24,35,73,6.85,80.82,27,26,9,73,36.99,35.62,12.33,72.6,0,0,0,59,16,26,120,0,49.17,13.33,21.67,0.1625
POA3268,2552,44,1466,769,1800,239,1200,2.5,424,309,259,530,16.61,12.11,10.15,20.77,248,109,9.72,4.27,110,4.31,789,200,23,690,114.35,28.99,689,263,956,72.07,27.51,244,20,25.52,2.09,24,247,353,316,956,2.51,69.98,423,275,169,956,44.25,28.77,17.68,73.01,0,0,0,669,114,278,1327,0,50.41,8.59,20.95,0.163
POA3269,676,42,1614,797,2103,240,1543,2.5,127,66,85,132,18.79,9.76,12.57,19.53,73,34,10.8,5.03,12,1.78,228,52,6,177,128.81,29.38,174,69,243,71.6,28.4,63,6,25.93,2.47,6,56,89,84,243,2.47,71.19,102,67,42,243,41.98,27.57,17.28,69.55,0,0,0,172,44,76,369,0,46.61,11.92,20.6,0.1487
POA3270,322,54,1383,796,1792,275,1400,2.1,54,23,31,90,16.77,7.14,9.63,27.95,28,14,8.7,4.35,17,5.28,93,15,0,81,114.81,18.52,85,52,137,62.04,37.96,55,0,40.15,0,4,48,58,28,137,2.92,62.77,78,29,24,137,56.93,21.17,17.52,78.1,0,0,0,100,3,34,156,0,64.1,1.92,21.79,0.1988
POA3271,188,49,1312,804,1562,160,867,2.2,20,27,18,39,10.64,14.36,9.57,20.74,7,0,3.72,0,8,4.26,24,23,0,48,50,47.92,49,24,72,68.06,33.33,25,0,34.72,0,0,20,20,31,72,0,70.83,40,8,20,72,55.56,11.11,27.78,66.67,0,0,0,42,9,31,89,0,47.19,10.11,34.83,0.122
POA3272,1641,48,1017,600,1396,215,945,2.2,289,150,165,451,17.61,9.14,10.05,27.48,135,39,8.23,2.38,123,7.5,418,203,20,430,97.21,47.21,427,236,664,64.31,35.54,226,14,34.04,2.11,25,214,248,168,664,3.77,62.65,308,199,118,664,46.39,29.97,17.77,76.36,0,0,0,410,33,114,677,0,60.56,4.87,16.84,0.2114
POA3273,130,53,1687,924,2194,175,1083,2.6,17,15,8,25,13.08,11.54,6.15,19.23,4,0,3.08,0,11,8.46,42,11,0,36,116.67,30.56,37,16,45,82.22,35.56,10,4,22.22,8.89,0,11,11,27,45,0,84.44,20,15,6,45,44.44,33.33,13.33,77.78,0,0,0,28,9,27,70,0,40,12.86,38.57,0.1037
POA3274,256,43,1125,619,1521,150,650,2.4,53,28,18,60,20.7,10.94,7.03,23.44,18,0,7.03,0,23,8.98,74,37,0,71,104.23,52.11,68,27,96,70.83,28.12,27,0,28.12,0,3,22,31,37,96,3.12,70.83,53,18,19,96,55.21,18.75,19.79,73.96,0,0,0,50,0,35,107,0,46.73,0,32.71,0.1333
POA3275,490,35,2073,875,2184,230,1540,3,105,78,62,54,21.43,15.92,12.65,11.02,25,4,5.1,0.82,7,1.43,178,29,0,128,139.06,22.66,125,22,147,85.03,14.97,20,0,13.61,0,0,17,58,72,147,0,88.44,53,78,14,147,36.05,53.06,9.52,89.12,0,0,0,199,8,19,273,0,72.89,2.93,6.96,0.111
POA3276,437,43,1566,763,1891,200,1083,2.4,72,64,39,70,16.48,14.65,8.92,16.02,25,4,5.72,0.92,25,5.72,119,49,3,124,95.97,39.52,119,43,166,71.69,25.9,44,0,26.51,0,6,30,75,59,166,3.61,80.72,66,62,25,166,39.76,37.35,15.06,77.11,0,0,0,131,18,46,234,0,55.98,7.69,19.66,0.1277
POA3277,1820,42,1709,863,2089,250,1500,2.6,359,188,215,342,19.73,10.33,11.81,18.79,93,28,5.11,1.54,71,3.9,634,150,19,506,125.3,29.64,499,148,654,76.3,22.63,140,11,21.41,1.68,12,142,261,230,654,1.83,75.08,280,244,91,654,42.81,37.31,13.91,80.12,0,0,0,626,27,137,971,0,64.47,2.78,14.11,0.1463
POA3278,343,43,1803,773,1885,250,1343,2.7,70,23,43,53,20.41,6.71,12.54,15.45,23,0,6.71,0,18,5.25,120,27,0,102,117.65,26.47,98,23,120,81.67,19.17,20,0,16.67,0,0,22,51,46,120,0,80.83,45,51,17,120,37.5,42.5,14.17,80,0,0,0,110,6,32,183,0,60.11,3.28,17.49,0.1387
POA3279,300,34,2078,929,2208,233,1517,3,71,55,31,35,23.67,18.33,10.33,11.67,24,3,8,1,7,2.33,124,14,4,71,174.65,19.72,71,18,86,82.56,20.93,10,7,11.63,8.14,0,7,41,38,86,0,91.86,44,26,13,86,51.16,30.23,15.12,81.4,0,0,0,86,13,37,168,0,51.19,7.74,22.02,0.1121
POA3280,33298,42,1401,754,1873,295,1408,2.3,5756,3716,4326,7150,17.29,11.16,12.99,21.47,3279,1869,9.85,5.61,2257,6.78,9280,3981,315,8814,105.29,45.17,8719,4549,13266,65.72,34.29,4110,438,30.98,3.3,764,5005,5067,2236,13266,5.76,55.05,4857,4133,3856,13266,36.61,31.15,29.07,67.77,8,66,3,10778,595,1489,16169,0.48,66.66,3.68,9.21,0.2106
POA3281,1857,41,2076,854,2236,300,1650,2.9,421,206,153,287,22.67,11.09,8.24,15.46,122,30,6.57,1.62,59,3.18,822,132,15,523,157.17,25.24,514,98,608,84.54,16.12,89,12,14.64,1.97,5,71,255,281,608,0.82,88.16,219,326,46,608,36.02,53.62,7.57,89.64,0,0,0,672,25,162,1022,0,65.75,2.45,15.85,0.1445
POA3282,2488,42,1507,762,1818,280,1452,2.5,494,247,274,516,19.86,9.93,11.01,20.74,172,57,6.91,2.29,116,4.66,861,268,22,735,117.14,36.46,718,224,941,76.3,23.8,209,11,22.21,1.17,21,243,416,242,941,2.23,69.93,386,373,147,941,41.02,39.64,15.62,80.66,0,0,0,833,23,124,1213,0,68.67,1.9,10.22,0.1858
POA3283,1423,45,1754,777,2088,263,1517,2.7,267,157,133,269,18.76,11.03,9.35,18.9,93,21,6.54,1.48,54,3.79,495,128,5,412,120.15,31.07,402,105,508,79.13,20.67,95,11,18.7,2.17,0,77,205,208,508,0,81.3,228,199,49,508,44.88,39.17,9.65,84.06,0,0,0,438,36,132,745,0,58.79,4.83,17.72,0.1499
POA3284,3860,51,1465,749,1942,300,1733,2.3,672,283,285,1220,17.41,7.33,7.38,31.61,314,81,8.13,2.1,246,6.37,1143,314,23,1029,111.08,30.52,1022,472,1492,68.5,31.64,443,24,29.69,1.61,69,503,649,255,1492,4.62,60.59,748,395,295,1492,50.13,26.47,19.77,76.61,0,10,0,903,84,304,1646,0.61,54.86,5.1,18.47,0.2048
POA3285,1255,47,1639,776,2025,220,1430,2.5,226,137,84,260,18.01,10.92,6.69,20.72,137,24,10.92,1.91,38,3.03,429,73,0,348,123.28,20.98,347,121,468,74.15,25.85,115,4,24.57,0.85,4,93,189,174,468,0.85,77.56,223,157,40,468,47.65,33.55,8.55,81.2,0,4,0,362,18,149,634,0.63,57.1,2.84,23.5,0.1342
POA3286,532,51,1131,640,1531,150,845,2.2,89,56,40,144,16.73,10.53,7.52,27.07,51,11,9.59,2.07,31,5.83,125,38,0,152,82.24,25,149,72,227,65.64,31.72,62,9,27.31,3.96,5,52,79,85,227,2.2,72.25,118,69,24,227,51.98,30.4,10.57,82.38,0,0,0,152,20,51,248,0,61.29,8.06,20.56,0.1326
POA3287,418,41,1758,803,1885,170,1189,2.6,81,64,50,46,19.38,15.31,11.96,11,37,19,8.85,4.55,22,5.26,150,13,0,125,120,10.4,121,32,150,80.67,21.33,27,3,18,2,3,32,70,57,150,2,84.67,64,47,23,150,42.67,31.33,15.33,74,0,0,0,126,12,58,241,0,52.28,4.98,24.07,0.0967
POA3289,804,49,1120,612,1444,180,834,2.3,146,79,57,202,18.16,9.83,7.09,25.12,51,21,6.34,2.61,69,8.58,233,60,12,201,115.92,29.85,203,111,313,64.86,35.46,103,10,32.91,3.19,8,94,99,103,313,2.56,64.54,162,81,50,313,51.76,25.88,15.97,77.64,0,0,0,155,23,101,340,0,45.59,6.76,29.71,0.1607
POA3292,191,60,1104,689,1278,230,1235,1.8,17,4,13,80,8.9,2.09,6.81,41.88,17,7,8.9,3.66,12,6.28,15,8,0,48,31.25,16.67,44,34,76,57.89,44.74,28,0,36.84,0,0,23,32,22,76,0,71.05,54,14,13,76,71.05,18.42,17.11,89.47,0,0,0,42,0,22,76,0,55.26,0,28.95,0.2083
POA3293,336,48,1256,720,1531,200,433,2.2,56,31,24,75,16.67,9.23,7.14,22.32,19,5,5.65,1.49,28,8.33,107,27,3,89,120.22,30.34,85,54,139,61.15,38.85,51,0,36.69,0,0,41,44,52,139,0,69.06,70,28,20,139,50.36,20.14,14.39,70.5,0,0,0,73,18,52,169,0,43.2,10.65,30.77,0.1592
POA3294,967,47,1349,772,1875,220,1083,2.3,177,70,96,260,18.3,7.24,9.93,26.89,67,25,6.93,2.59,26,2.69,300,64,5,262,114.5,24.43,256,137,390,65.64,35.13,127,8,32.56,2.05,9,104,136,135,390,2.31,69.49,200,77,83,390,51.28,19.74,21.28,71.03,0,0,0,252,48,126,513,0,49.12,9.36,24.56,0.1631
POA3300,10479,45,1251,695,1657,236,1083,2.2,1768,1160,1169,2738,16.87,11.07,11.16,26.13,829,384,7.91,3.66,789,7.53,2874,1128,86,2758,104.21,40.9,2728,1656,4387,62.18,37.75,1555,93,35.45,2.12,278,1588,1554,891,4387,6.34,55.73,1829,1366,1025,4387,41.69,31.14,23.36,72.83,0,3,0,3239,246,379,4734,0.06,68.42,5.2,8.01,0.1886
POA3301,1267,48,1697,793,1990,200,1260,2.5,236,135,114,271,18.63,10.66,9,21.39,94,22,7.42,1.74,43,3.39,454,52,8,361,125.76,14.4,361,109,469,76.97,23.24,103,4,21.96,0.85,6,80,167,213,469,1.28,81.02,256,126,44,469,54.58,26.87,9.38,81.45,0,0,0,356,31,202,708,0,50.28,4.38,28.53,0.1179
POA3302,356,48,1442,783,1821,170,1092,2.3,49,29,39,80,13.76,8.15,10.96,22.47,32,3,8.99,0.84,18,5.06,85,28,0,113,75.22,24.78,106,33,139,76.26,23.74,33,0,23.74,0,3,30,50,58,139,2.16,77.7,72,47,10,139,51.8,33.81,7.19,85.61,0,0,0,102,6,59,188,0,54.26,3.19,31.38,0.1179
POA3303,282,45,1607,809,1949,185,1042,2.3,45,28,35,48,15.96,9.93,12.41,17.02,21,4,7.45,1.42,18,6.38,75,16,0,83,90.36,19.28,86,33,116,74.14,28.45,29,0,25,0,0,20,38,55,116,0,80.17,49,36,14,116,42.24,31.03,12.07,73.28,0,0,0,84,11,37,153,0,54.9,7.19,24.18,0.1151
POA3304,2786,49,1146,645,1567,180,952,2.2,466,228,260,731,16.73,8.18,9.33,26.24,196,49,7.04,1.76,206,7.39,659,308,27,725,90.9,42.48,724,399,1117,64.82,35.72,376,25,33.66,2.24,33,333,387,342,1117,2.95,65.26,539,344,176,1117,48.25,30.8,15.76,79.05,0,0,0,727,64,197,1181,0,61.56,5.42,16.68,0.1571
POA3305,13344,47,1248,640,1600,250,1170,2.3,2082,1381,1291,3243,15.6,10.35,9.67,24.3,1205,423,9.03,3.17,1040,7.79,3277,1515,81,3665,89.41,41.34,3598,1777,5377,66.91,33.05,1644,139,30.57,2.59,273,1770,2011,1231,5377,5.08,60.29,2286,1708,1214,5377,42.51,31.76,22.58,74.28,0,3,0,4020,190,423,5831,0.05,68.94,3.26,7.25,0.2003
POA3309,122,49,1041,492,1275,120,520,2.4,20,20,0,30,16.39,16.39,0,24.59,6,3,4.92,2.46,16,13.11,21,28,0,32,65.62,87.5,28,14,48,58.33,29.17,15,3,31.25,6.25,0,9,14,18,48,0,66.67,24,15,4,48,50,31.25,8.33,81.25,0,0,0,26,0,6,43,0,60.47,0,13.95,0.1153
POA3310,263,58,789,482,1166,100,698,1.9,17,22,16,87,6.46,8.37,6.08,33.08,29,3,11.03,1.14,22,8.37,43,23,0,72,59.72,31.94,69,61,128,53.91,47.66,56,5,43.75,3.91,0,41,49,34,128,0,64.84,84,34,11,128,65.62,26.56,8.59,92.19,0,0,0,68,4,18,111,0,61.26,3.6,16.22,0.1267
POA3311,1707,58,887,526,1304,160,700,2,182,146,136,635,10.66,8.55,7.97,37.2,165,67,9.67,3.93,199,11.66,288,155,23,431,66.82,35.96,431,336,772,55.83,43.52,313,20,40.54,2.59,47,279,244,180,772,6.09,54.92,442,164,110,772,57.25,21.24,14.25,78.5,0,0,0,411,50,47,646,0,63.62,7.74,7.28,0.1804
POA3312,1023,49,1408,756,1848,120,800,2.4,188,83,92,248,18.38,8.11,8.99,24.24,63,12,6.16,1.17,42,4.11,319,67,10,282,113.12,23.76,281,117,392,71.68,29.85,100,15,25.51,3.83,8,72,119,193,392,2.04,79.59,222,104,36,392,56.63,26.53,9.18,83.16,0,0,0,262,46,144,530,0,49.43,8.68,27.17,0.0852
POA3314,569,45,1656,813,2090,175,1083,2.4,108,46,47,134,18.98,8.08,8.26,23.55,18,0,3.16,0,16,2.81,183,40,3,166,110.24,24.1,159,58,222,71.62,26.13,57,0,25.68,0,0,43,77,86,222,0,73.42,111,53,31,222,50,23.87,13.96,73.87,0,0,0,137,33,87,297,0,46.13,11.11,29.29,0.1057
POA3315,1686,51,1068,624,1607,145,700,2.1,253,160,126,476,15.01,9.49,7.47,28.23,134,44,7.95,2.61,136,8.07,389,165,6,445,87.42,37.08,436,277,714,61.06,38.8,260,18,36.41,2.52,31,213,219,246,714,4.34,65.13,401,158,96,714,56.16,22.13,13.45,78.29,0,0,0,427,57,178,774,0,55.17,7.36,23,0.1358
POA3317,184,49,1550,905,1833,85,487,2.3,28,23,15,47,15.22,12.5,8.15,25.54,9,4,4.89,2.17,10,5.43,39,18,5,54,72.22,33.33,49,29,77,63.64,37.66,32,0,41.56,0,0,13,39,24,77,0,81.82,36,21,7,77,46.75,27.27,9.09,74.03,0,0,0,52,5,23,97,0,53.61,5.15,23.71,0.0548
POA3318,1243,53,1011,613,1581,162,867,2.1,191,82,114,389,15.37,6.6,9.17,31.3,118,45,9.49,3.62,107,8.61,302,99,10,306,98.69,32.35,299,228,534,55.99,42.7,213,19,39.89,3.56,20,162,195,143,534,3.75,63.3,274,117,98,534,51.31,21.91,18.35,73.22,0,0,0,290,40,106,540,0,53.7,7.41,19.63,0.1602
POA3319,410,54,1333,764,1854,113,503,2.1,60,29,33,100,14.63,7.07,8.05,24.39,20,4,4.88,0.98,15,3.66,81,17,0,104,77.88,16.35,100,59,158,63.29,37.34,57,7,36.08,4.43,3,46,54,64,158,1.9,74.68,85,44,19,158,53.8,27.85,12.03,81.65,0,0,0,103,6,53,192,0,53.65,3.12,27.6,0.0848
POA3321,1780,38,2146,858,2345,300,1949,3,432,186,157,211,24.27,10.45,8.82,11.85,158,50,8.88,2.81,72,4.04,828,86,4,508,162.99,16.93,497,71,573,86.74,12.39,68,3,11.87,0.52,4,78,235,248,573,0.7,84.29,199,327,33,573,34.73,57.07,5.76,91.8,0,0,0,549,27,194,939,0,58.47,2.88,20.66,0.1398
POA3322,176,52,857,532,1267,250,917,2,25,18,18,56,14.2,10.23,10.23,31.82,20,6,11.36,3.41,13,7.39,41,21,0,50,82,42,44,40,91,48.35,43.96,37,0,40.66,0,4,28,25,19,91,4.4,48.35,53,27,5,91,58.24,29.67,5.49,87.91,0,0,0,42,0,16,69,0,60.87,0,23.19,0.2917
POA3323,91,51,1354,875,1687,200,1000,2.2,14,12,12,23,15.38,13.19,13.19,25.27,0,0,0,0,4,4.4,25,9,5,24,104.17,37.5,26,13,41,63.41,31.71,10,0,24.39,0,0,4,11,18,41,0,70.73,23,3,0,41,56.1,7.32,0,63.41,0,0,0,15,0,27,50,0,30,0,54,0.1477
POA3324,577,49,977,607,1596,150,650,2.1,93,60,51,154,16.12,10.4,8.84,26.69,35,14,6.07,2.43,52,9.01,152,41,5,151,100.66,27.15,150,109,258,58.14,42.25,102,3,39.53,1.16,13,81,70,84,258,5.04,59.69,118,70,45,258,45.74,27.13,17.44,72.87,0,0,0,144,20,65,267,0,53.93,7.49,24.34,0.1535
POA3325,456,54,985,567,1221,150,861,2.1,76,24,40,132,16.67,5.26,8.77,28.95,42,16,9.21,3.51,32,7.02,125,17,7,124,100.81,13.71,124,77,200,62,38.5,66,7,33,3.5,5,54,72,63,200,2.5,67.5,108,44,27,200,54,22,13.5,76,0,0,0,91,20,53,193,0,47.15,10.36,27.46,0.1523
POA3328,2308,37,2171,826,2294,400,1950,3.1,550,252,251,289,23.83,10.92,10.88,12.52,231,62,10.01,2.69,87,3.77,1046,139,14,648,161.42,21.45,626,91,718,87.19,12.67,83,10,11.56,1.39,3,93,320,296,718,0.42,85.79,226,441,38,718,31.48,61.42,5.29,92.9,3,0,0,757,4,167,1158,0.26,65.37,0.35,14.42,0.1842
POA3329,309,41,1702,704,1857,300,1315,2.8,68,29,37,53,22.01,9.39,11.97,17.15,20,11,6.47,3.56,16,5.18,130,29,0,96,135.42,30.21,88,20,106,83.02,18.87,18,0,16.98,0,3,13,44,43,106,2.83,82.08,51,43,12,106,48.11,40.57,11.32,88.68,0,0,0,99,7,44,166,0,59.64,4.22,26.51,0.1763
POA3330,208,41,1286,716,1762,215,867,2.4,36,25,32,33,17.31,12.02,15.38,15.87,10,6,4.81,2.88,10,4.81,63,19,0,53,118.87,35.85,52,25,79,65.82,31.65,24,4,30.38,5.06,0,18,31,25,79,0,70.89,40,26,7,79,50.63,32.91,8.86,83.54,0,0,0,51,7,19,99,0,51.52,7.07,19.19,0.1672
POA3331,7202,36,2059,842,2238,390,1850,3,1742,806,881,1072,24.19,11.19,12.23,14.88,710,251,9.86,3.49,396,5.5,3333,623,19,2007,166.07,31.04,1965,325,2294,85.66,14.17,302,22,13.16,0.96,25,417,1018,816,2294,1.09,79.95,705,1296,244,2294,30.73,56.5,10.64,87.23,8,6,0,2320,51,547,3597,0.39,64.5,1.42,15.21,0.1894
POA3332,1181,38,1955,797,2096,350,1733,2.9,268,131,128,132,22.69,11.09,10.84,11.18,108,42,9.14,3.56,52,4.4,483,99,3,322,150,30.75,309,70,377,81.96,18.57,61,6,16.18,1.59,4,52,140,170,377,1.06,82.23,130,194,34,377,34.48,51.46,9.02,85.94,0,0,0,379,7,91,600,0,63.17,1.17,15.17,0.179
POA3333,864,45,1657,744,1951,300,1517,2.6,153,82,88,167,17.71,9.49,10.19,19.33,95,24,11,2.78,57,6.6,288,82,6,249,115.66,32.93,240,76,315,76.19,24.13,70,6,22.22,1.9,0,66,120,129,315,0,79.05,119,140,42,315,37.78,44.44,13.33,82.22,0,0,0,234,21,77,408,0,57.35,5.15,18.87,0.1811
POA3334,544,48,1613,705,2059,200,1559,2.3,82,66,45,114,15.07,12.13,8.27,20.96,52,12,9.56,2.21,25,4.6,116,59,10,139,83.45,42.45,138,78,209,66.03,37.32,73,3,34.93,1.44,3,48,88,68,209,1.44,74.64,90,88,22,209,43.06,42.11,10.53,85.17,0,0,0,159,8,45,264,0,60.23,3.03,17.05,0.124
POA3335,6195,31,1876,910,2048,371,1900,2.8,1492,645,1693,363,24.08,10.41,27.33,5.86,2809,3160,45.34,51.01,214,3.45,2878,605,53,1675,171.82,36.12,1608,467,2077,77.42,22.48,409,59,19.69,2.84,51,669,919,390,2077,2.46,63.02,268,1169,563,2077,12.9,56.28,27.11,69.19,75,8,0,1812,21,579,3108,2.67,58.3,0.68,18.63,0.1978
