poa_code_2021,total_population,median_age,median_household_income_weekly,median_personal_income_weekly,median_family_income_weekly,median_rent_weekly,median_mortgage_monthly,average_household_size,age_0_14_count,age_15_24_count,age_25_34_count,age_65_plus_count,age_0_14_pct,age_15_24_pct,age_25_34_pct,age_65_plus_pct,born_overseas_count,language_other_than_english_count,born_overseas_pct,language_other_than_english_pct,need_for_assistance_count,need_for_assistance_pct,couple_family_with_children_count,one_parent_family_count,other_family_count,total_families,couple_family_with_children_pct,one_parent_family_pct,family_households_count,non_family_households_count,total_households,family_households_pct,non_family_households_pct,lone_person_households_count,group_households_count,lone_person_households_pct,group_households_pct,no_car_households_count,one_car_households_count,two_car_households_count,three_plus_car_households_count,car_households_total,no_car_households_pct,two_plus_car_households_pct,owned_outright_count,owned_with_mortgage_count,rented_count,tenure_total,owned_outright_pct,owned_with_mortgage_pct,renters_pct,owner_occupied_pct,train_to_work_count,bus_to_work_count,tram_to_work_count,car_driver_to_work_count,walk_to_work_count,worked_from_home_count,travel_to_work_total,public_transport_to_work_pct,car_to_work_pct,walk_to_work_pct,worked_from_home_pct,rent_to_income_ratio
POA3162,18075,41,2289,1044,2988,483,2798,2.5,3128,2002,2236,3806,17.31,11.08,12.37,21.06,6865,4840,37.98,26.78,1138,6.3,6208,1367,142,4857,127.82,28.14,4801,1941,6741,71.22,28.79,1673,268,24.82,3.98,409,2562,2814,888,6741,6.07,54.92,2492,2210,1873,6741,36.97,32.78,27.79,69.75,177,19,98,3470,126,3783,9268,3.17,37.44,1.36,40.82,0.211
POA3163,32810,36,1926,1020,2598,391,2093,2.2,4730,3734,6918,4840,14.42,11.38,21.09,14.75,13673,12064,41.67,36.77,1527,4.65,9937,2255,444,8606,115.47,26.2,8491,5619,14112,60.17,39.82,4789,831,33.94,5.89,1742,6967,4064,1175,14112,12.34,37.12,3771,4203,5793,14112,26.72,29.78,41.05,56.51,975,131,86,6418,359,7411,18741,6.36,34.25,1.92,39.54,0.203
POA3165,30159,40,2215,927,2640,500,2500,2.7,6151,3495,3090,4639,20.4,11.59,10.25,15.38,10668,10248,35.37,33.98,1495,4.96,12283,3125,264,8496,144.57,36.78,8342,2460,10802,77.23,22.77,2226,239,20.61,2.21,502,3757,4761,1700,10802,4.65,59.81,3755,4251,2590,10802,34.76,39.35,23.98,74.12,192,93,0,6651,179,5635,15473,1.84,42.98,1.16,36.42,0.2257
POA3166,24753,37,1980,870,2394,415,2167,2.5,3822,3237,4401,3702,15.44,13.08,17.78,14.96,10180,10923,41.13,44.13,1615,6.52,7695,2320,379,6632,116.03,34.98,6495,2880,9378,69.26,30.71,2275,602,24.26,6.42,851,3804,3330,1270,9378,9.07,49.05,2909,2968,3236,9378,31.02,31.65,34.51,62.67,465,160,0,5466,238,4430,13333,4.69,41,1.79,33.23,0.2096
POA3167,9851,40,1915,770,2200,418,2200,2.7,1635,1009,1471,1868,16.6,10.24,14.93,18.96,4482,4881,45.5,49.55,643,6.53,3260,967,110,2780,117.27,34.78,2707,870,3579,75.64,24.31,737,131,20.59,3.66,224,1307,1426,590,3579,6.26,56.33,1367,1280,828,3579,38.2,35.76,23.13,73.96,125,59,0,2328,62,1419,4961,3.71,46.93,1.25,28.6,0.2183
POA3168,21880,28,1508,606,1778,396,2000,2.5,1935,5965,6618,2184,8.84,27.26,30.25,9.98,14160,13724,64.72,62.72,933,4.26,3779,1378,531,4009,94.26,34.37,3883,3263,7150,54.31,45.64,1893,1374,26.48,19.22,1124,3242,1966,692,7150,15.72,37.17,1358,1315,4230,7150,18.99,18.39,59.16,37.38,447,335,5,4631,594,2294,10972,7.17,42.21,5.41,20.91,0.2626
POA3169,20820,37,1616,670,1783,385,2000,2.7,2987,2514,3982,3934,14.35,12.07,19.13,18.9,12291,13123,59.03,63.03,1656,7.95,5957,2367,313,5541,107.51,42.72,5307,2054,7364,72.07,27.89,1581,475,21.47,6.45,609,2892,2512,1220,7364,8.27,50.68,2602,2036,2478,7364,35.33,27.65,33.65,62.98,349,97,7,5091,110,2120,9789,4.63,52.01,1.12,21.66,0.2382
POA3170,19889,40,1913,746,2134,430,2167,2.8,3518,2197,2704,3904,17.69,11.05,13.6,19.63,9231,10211,46.41,51.34,1224,6.15,7068,2038,233,5593,126.37,36.44,5412,1441,6856,78.94,21.02,1207,237,17.61,3.46,258,2032,3090,1376,6856,3.76,65.14,2604,2521,1530,6856,37.98,36.77,22.32,74.75,87,95,0,4993,75,2570,9479,1.92,52.67,0.79,27.11,0.2248
POA3171,22174,36,1402,558,1470,357,1750,2.9,3214,2950,4535,3632,14.49,13.3,20.45,16.38,14704,16761,66.31,75.59,1657,7.47,6065,2890,500,5495,110.37,52.59,5112,2055,7165,71.35,28.68,1577,483,22.01,6.74,719,2724,2257,1296,7165,10.03,49.59,2271,1650,2810,7165,31.7,23.03,39.22,54.72,303,182,0,5463,193,1241,9385,5.17,58.21,2.06,13.22,0.2546
POA3172,23261,41,1715,670,1883,371,1886,2.9,3941,2951,2795,4398,16.94,12.69,12.02,18.91,10458,11380,44.96,48.92,1457,6.26,7644,3049,249,6323,120.89,48.22,5997,1632,7627,78.63,21.4,1436,195,18.83,2.56,337,2225,3140,1819,7627,4.42,65.02,3191,2783,1439,7627,41.84,36.49,18.87,78.33,108,84,0,6497,96,1903,10786,1.78,60.24,0.89,17.64,0.2163
POA3173,30018,36,1991,728,2015,421,2167,3.2,5898,3861,4260,4239,19.65,12.86,14.19,14.12,16230,18338,54.07,61.09,1582,5.27,11971,3535,287,8230,145.46,42.95,7707,1398,9102,84.67,15.36,1182,217,12.99,2.38,338,2235,4035,2398,9102,3.71,70.68,2893,4252,1701,9102,31.78,46.72,18.69,78.5,155,88,0,8794,73,2788,14400,1.69,61.07,0.51,19.36,0.2115
POA3174,39693,36,1394,622,1576,341,1682,2.7,6522,4952,7405,6414,16.43,12.48,18.66,16.16,23362,24848,58.86,62.6,2988,7.53,12298,5355,682,10023,122.7,53.43,9525,4162,13683,69.61,30.42,3484,676,25.46,4.94,1182,5458,4541,2231,13683,8.64,49.49,3977,4129,5150,13683,29.07,30.18,37.64,59.24,544,172,0,10446,139,2435,17381,4.12,60.1,0.8,14.01,0.2446
POA3175,53545,36,1313,597,1486,321,1675,2.7,9680,6460,9625,8508,18.08,12.06,17.98,15.89,30013,32684,56.05,61.04,4347,8.12,17714,6747,664,12856,137.79,52.48,12250,5604,17855,68.61,31.39,4584,1022,25.67,5.72,1724,7069,5670,2962,17855,9.66,48.35,4894,4880,7371,17855,27.41,27.33,41.28,54.74,402,485,0,12932,253,2759,21005,4.22,61.57,1.2,13.13,0.2445
POA3177,11889,34,1262,584,1391,320,1500,2.7,2325,1442,2272,1611,19.56,12.13,19.11,13.55,6504,6872,54.71,57.8,924,7.77,3973,1756,175,2757,144.11,63.69,2638,1400,4045,65.22,34.61,1093,312,27.02,7.71,378,1571,1359,625,4045,9.34,49.05,911,1260,1679,4045,22.52,31.15,41.51,53.67,56,82,0,2923,36,410,4381,3.15,66.72,0.82,9.36,0.2536
POA3178,33571,41,2205,839,2410,441,2055,2.9,5622,4574,3783,5288,16.75,13.62,11.27,15.75,11763,10615,35.04,31.62,1597,4.76,11613,3016,226,9779,118.75,30.84,9490,1903,11398,83.26,16.7,1714,187,15.04,1.64,247,2740,5101,3224,11398,2.17,73.04,4110,5133,1722,11398,36.06,45.03,15.11,81.09,96,82,0,10175,69,4644,18168,0.98,56.01,0.38,25.56,0.2
POA3179,6066,40,1965,765,2167,406,2023,2.8,1053,832,693,939,17.36,13.72,11.42,15.48,2442,2285,40.26,37.67,269,4.43,2125,665,48,1716,123.83,38.75,1654,414,2074,79.75,19.96,360,53,17.36,2.56,52,570,943,486,2074,2.51,68.9,713,841,465,2074,34.38,40.55,22.42,74.93,21,31,0,1753,25,737,3133,1.66,55.95,0.8,23.52,0.2066
POA3180,7645,41,1762,764,2065,421,2000,2.6,1279,916,934,1498,16.73,11.98,12.22,19.59,2770,2514,36.23,32.88,362,4.74,2563,837,62,2244,114.22,37.3,2176,663,2838,76.67,23.36,596,71,21,2.5,69,929,1259,561,2838,2.43,64.13,1028,1060,633,2838,36.22,37.35,22.3,73.57,23,33,0,2117,40,955,3794,1.48,55.8,1.05,25.17,0.2389
POA3181,19636,34,2085,1338,3103,420,2200,1.8,1529,2038,6275,2681,7.79,10.38,31.96,13.65,6326,3980,32.22,20.27,875,4.46,3053,980,301,4324,70.61,22.66,4303,5523,9829,43.78,56.19,4453,1072,45.3,10.91,2207,5239,1845,409,9829,22.45,22.93,1835,2302,5452,9829,18.67,23.42,55.47,42.09,431,23,474,3108,822,5778,12883,7.2,24.12,6.38,44.85,0.2014
POA3182,22438,37,1803,1225,2791,381,2000,1.7,1668,1859,6460,2487,7.43,8.29,28.79,11.08,8065,4389,35.94,19.56,802,3.57,3151,1091,226,4728,66.65,23.08,4712,7070,11779,40,60.02,6148,926,52.19,7.86,2835,6503,1872,399,11779,24.07,19.28,1797,2707,6993,11779,15.26,22.98,59.37,38.24,205,108,895,3755,689,5870,14308,8.44,26.24,4.82,41.03,0.2113
POA3183,17964,34,2022,1180,2877,396,2167,2.1,2749,1925,4506,1919,15.3,10.72,25.08,10.68,5658,3850,31.5,21.43,632,3.52,5051,1034,198,4002,126.21,25.84,3977,3953,7932,50.14,49.84,3201,757,40.36,9.54,1355,4125,1907,409,7932,17.08,29.2,1589,2282,3845,7932,20.03,28.77,48.47,48.8,315,40,298,3161,397,4466,10733,6.08,29.45,3.7,41.61,0.1958
POA3184,15153,38,2096,1364,3210,415,2300,1.9,1976,1238,3301,1614,13.04,8.17,21.78,10.65,4037,2217,26.64,14.63,377,2.49,3612,1051,152,3583,100.81,29.33,3576,3683,7264,49.23,50.7,3198,482,44.03,6.64,812,4009,1917,449,7264,11.18,32.57,1513,1897,3731,7264,20.83,26.12,51.36,46.94,194,51,153,2925,239,4253,9438,4.22,30.99,2.53,45.06,0.198
POA3185,13433,38,2153,1193,3177,421,2400,2.3,2284,1488,2322,2052,17,11.08,17.29,15.28,3974,2723,29.58,20.27,562,4.18,4472,972,119,3414,130.99,28.47,3387,2274,5662,59.82,40.16,1964,312,34.69,5.51,620,2769,1748,463,5662,10.95,39.05,1650,1589,2278,5662,29.14,28.06,40.23,57.21,317,33,47,2300,217,3348,7553,5.26,30.45,2.87,44.33,0.1955
POA3186,23252,48,2710,1259,3778,600,3467,2.4,3616,2725,1845,5793,15.55,11.72,7.93,24.91,6369,3655,27.39,15.72,988,4.25,7113,1827,134,6406,111.04,28.52,6327,2654,8981,70.45,29.55,2494,159,27.77,1.77,449,3493,3512,1442,8981,5,55.16,4048,2522,2131,8981,45.07,28.08,23.73,73.15,312,33,5,3769,279,5043,11235,3.12,33.55,2.48,44.89,0.2214
POA3187,16757,45,2544,1036,3400,600,3300,2.6,3166,2063,1139,3692,18.89,12.31,6.8,22.03,4982,3484,29.73,20.79,1020,6.09,6341,1435,73,4497,141.01,31.91,4448,1560,6009,74.02,25.96,1446,115,24.06,1.91,311,2052,2572,1007,6009,5.18,59.56,2438,2054,1172,6009,40.57,34.18,19.5,74.75,118,10,23,2903,103,3455,7960,1.9,36.47,1.29,43.4,0.2358
POA3188,18587,43,2405,1029,3366,471,3000,2.5,3268,2325,1663,3276,17.58,12.51,8.95,17.63,5190,2985,27.92,16.06,874,4.7,6346,1632,117,5047,125.74,32.34,4998,2017,7016,71.24,28.75,1865,156,26.58,2.22,474,2687,2732,1054,7016,6.76,53.96,2600,2405,1831,7016,37.06,34.28,26.1,71.34,237,30,3,3249,180,4133,9476,2.85,34.29,1.9,43.62,0.1958
POA3189,6287,39,2031,939,2503,431,2300,2.5,1172,612,832,1049,18.64,9.73,13.23,16.69,2137,1787,33.99,28.42,366,5.82,2361,625,55,1725,136.87,36.23,1696,719,2415,70.23,29.77,623,98,25.8,4.06,175,940,944,321,2415,7.25,52.38,716,927,694,2415,29.65,38.39,28.74,68.03,74,26,0,1389,63,1113,3224,3.1,43.08,1.95,34.52,0.2122
POA3190,12007,40,2119,1025,2788,430,2300,2.4,2211,1188,1602,1937,18.41,9.89,13.34,16.13,3629,2480,30.22,20.65,654,5.45,4280,1204,86,3298,129.78,36.51,3275,1551,4828,67.83,32.13,1423,126,29.47,2.61,305,2153,1842,473,4828,6.32,47.95,1459,1942,1324,4828,30.22,40.22,27.42,70.44,167,35,0,2488,138,2502,6410,3.15,38.81,2.15,39.03,0.2029
POA3191,10926,47,2313,1090,3376,460,2708,2.4,1735,1211,832,2514,15.88,11.08,7.61,23.01,2835,1314,25.95,12.03,655,5.99,3501,772,41,2928,119.57,26.37,2906,1353,4266,68.12,31.72,1276,75,29.91,1.76,282,1710,1643,577,4266,6.61,52.04,1690,1379,1080,4266,39.62,32.33,25.32,71.94,134,18,0,1846,125,2374,5452,2.79,33.86,2.29,43.54,0.1989
POA3192,24129,40,1921,925,2545,430,2200,2.4,4348,2465,3028,4494,18.02,10.22,12.55,18.62,7296,5826,30.24,24.15,1558,6.46,8555,2472,221,6600,129.62,37.45,6516,3001,9517,68.47,31.53,2751,249,28.91,2.62,646,3962,3645,1160,9517,6.79,50.49,3129,3543,2564,9517,32.88,37.23,26.94,70.11,259,88,0,5227,255,4265,12377,2.8,42.23,2.06,34.46,0.2238
POA3193,20207,48,2546,1051,3266,577,3000,2.6,3458,2546,1135,4725,17.11,12.6,5.62,23.38,4870,2175,24.1,10.76,695,3.44,6958,1400,91,5858,118.78,23.9,5795,1650,7444,77.85,22.17,1579,71,21.21,0.95,220,2253,3410,1493,7444,2.96,65.87,3630,2576,1067,7444,48.76,34.61,14.33,83.37,83,25,0,3901,192,4154,10064,1.07,38.76,1.91,41.28,0.2266
POA3194,13221,42,1889,979,2604,392,2167,2.3,2075,1330,1710,2591,15.69,10.06,12.93,19.6,3819,2636,28.89,19.94,733,5.54,3978,1352,100,3700,107.51,36.54,3654,1984,5638,64.81,35.19,1865,124,33.08,2.2,421,2493,2029,655,5638,7.47,47.61,1790,1913,1816,5638,31.75,33.93,32.21,65.68,161,46,0,3060,155,2485,7109,2.91,43.04,2.18,34.96,0.2075
POA3195,37364,42,2201,954,2745,421,2200,2.6,6973,4619,3595,6127,18.66,12.36,9.62,16.4,9696,6766,25.95,18.11,1771,4.74,14098,3403,239,10330,136.48,32.94,10173,3555,13726,74.11,25.9,3318,238,24.17,1.73,696,4670,5781,2488,13726,5.07,60.24,4820,5707,2848,13726,35.12,41.58,20.75,76.69,368,58,0,9186,284,6513,19910,2.14,46.14,1.43,32.71,0.1913
POA3196,26876,41,1832,942,2427,396,2080,2.3,4844,2386,3520,4904,18.02,8.88,13.1,18.25,6207,3559,23.09,13.24,1610,5.99,9066,2927,208,7334,123.62,39.91,7245,3671,10917,66.36,33.63,3382,290,30.98,2.66,663,4463,4338,1340,10917,6.07,52.01,3494,4308,2852,10917,32.01,39.46,26.12,71.47,202,38,7,6817,146,4105,13841,1.78,49.25,1.05,29.66,0.2162
POA3197,12032,44,1853,890,2370,420,2100,2.4,1992,1189,1299,2403,16.56,9.88,10.8,19.97,2991,1881,24.86,15.63,573,4.76,3690,1437,54,3443,107.17,41.74,3379,1494,4877,69.28,30.63,1388,108,28.46,2.21,286,1662,1992,855,4877,5.86,58.38,1745,1914,1015,4877,35.78,39.25,20.81,75.03,96,10,0,3421,51,1614,6312,1.68,54.2,0.81,25.57,0.2267
POA3198,17215,40,1500,809,2081,351,1850,2.3,3032,1585,2352,3083,17.61,9.21,13.66,17.91,3419,1649,19.86,9.58,1105,6.42,5123,2445,205,4580,111.86,53.38,4521,2668,7191,62.87,37.1,2420,245,33.65,3.41,518,2939,2662,946,7191,7.2,50.17,1978,2544,2368,7191,27.51,35.38,32.93,62.88,122,45,0,4573,77,1900,8309,2.01,55.04,0.93,22.87,0.234
POA3199,56127,40,1522,776,2059,350,1845,2.4,9767,6258,7461,10820,17.4,11.15,13.29,19.28,12483,6199,22.24,11.04,3782,6.74,16144,7993,464,14861,108.63,53.79,14590,7433,22026,66.24,33.75,6720,716,30.51,3.25,1619,8390,8235,3455,22026,7.35,53.07,6382,7807,7026,22026,28.97,35.44,31.9,64.42,202,200,0,14470,436,5819,26461,1.52,54.68,1.65,21.99,0.23
POA3200,5711,37,1128,575,1419,315,1408,2.3,1019,632,963,1016,17.84,11.07,16.86,17.79,1104,649,19.33,11.36,725,12.69,1167,1260,96,1318,88.54,95.6,1290,863,2148,60.06,40.18,738,120,34.36,5.59,239,926,678,266,2148,11.13,43.95,534,586,971,2148,24.86,27.28,45.2,52.14,15,52,0,1302,18,208,2038,3.29,63.89,0.88,10.21,0.2793
POA3201,21976,36,1658,817,1993,370,1733,2.5,4213,2479,3684,2961,19.17,11.28,16.76,13.47,5451,3821,24.8,17.39,1521,6.92,7217,3349,215,5994,120.4,55.87,5823,2480,8307,70.1,29.85,2218,257,26.7,3.09,375,3007,3286,1530,8307,4.51,57.98,1845,3956,2267,8307,22.21,47.62,27.29,69.83,57,74,0,7349,98,1641,11311,1.16,64.97,0.87,14.51,0.2232
POA3202,2826,41,2088,891,2531,471,2224,2.8,576,342,271,409,20.38,12.1,9.59,14.47,1056,854,37.37,30.22,111,3.93,1201,282,22,768,156.38,36.72,750,216,965,77.72,22.38,195,24,20.21,2.49,31,297,466,157,965,3.21,64.56,282,404,260,965,29.22,41.87,26.94,71.09,22,7,0,706,29,434,1462,1.98,48.29,1.98,29.69,0.2256
POA3204,33130,39,2233,984,2860,461,2500,2.6,6065,4353,4204,4678,18.31,13.14,12.69,14.12,12360,10756,37.31,32.47,1397,4.22,12202,3257,255,9039,134.99,36.03,8927,3401,12329,72.41,27.59,2971,428,24.1,3.47,833,5191,4628,1551,12329,6.76,50.12,3938,4239,3898,12329,31.94,34.38,31.62,66.32,657,99,15,6429,299,7113,17796,4.33,36.13,1.68,39.97,0.2064
POA3205,11548,39,2101,1307,3073,421,2200,1.9,1335,1020,2507,1712,11.56,8.83,21.71,14.83,4073,2757,35.27,23.87,616,5.33,2332,913,156,2853,81.74,32,2832,2712,5547,51.05,48.89,2391,321,43.1,5.79,1281,3051,973,169,5547,23.09,20.59,1052,1297,3046,5547,18.97,23.38,54.91,42.35,39,11,380,1380,574,3104,6620,6.5,20.85,8.67,46.89,0.2004
POA3206,10043,46,2659,1372,3853,600,3467,2.3,1692,897,899,2106,16.85,8.93,8.95,20.97,2580,1805,25.69,17.97,418,4.16,3282,753,70,2718,120.75,27.7,2699,1450,4147,65.08,34.97,1328,122,32.02,2.94,435,2019,1332,333,4147,10.49,40.15,1603,1006,1449,4147,38.65,24.26,34.94,62.91,8,3,179,1411,189,2465,5164,3.68,27.32,3.66,47.73,0.2256
POA3207,17633,42,2372,1366,3264,540,2500,2.1,2427,1382,2713,2835,13.76,7.84,15.39,16.08,5290,3622,30,20.54,729,4.13,4414,1536,150,4633,95.27,33.15,4586,3242,7830,58.57,41.4,2927,315,37.38,4.02,930,4152,2177,464,7830,11.88,33.73,2019,2231,3392,7830,25.79,28.49,43.32,54.28,23,80,220,2910,381,4475,9792,3.3,29.72,3.89,45.7,0.2277
POA3211,1353,42,2005,750,2178,427,2167,3,261,197,97,205,19.29,14.56,7.17,15.15,211,177,15.59,13.08,72,5.32,434,129,3,344,126.16,37.5,328,76,406,80.79,18.72,64,14,15.76,3.45,6,45,161,178,406,1.48,83.5,180,164,43,406,44.33,40.39,10.59,84.73,8,0,0,324,6,149,609,1.31,53.2,0.99,24.47,0.213
POA3212,19272,37,1966,831,2227,370,1733,2.7,3716,2159,3035,2857,19.28,11.2,15.75,14.82,3372,2095,17.5,10.87,1047,5.43,6801,2027,114,5077,133.96,39.93,4951,1483,6427,77.03,23.07,1337,146,20.8,2.27,160,1817,2752,1645,6427,2.49,68.41,1974,2923,1380,6427,30.71,45.48,21.47,76.19,132,24,0,5645,86,1664,9212,1.69,61.28,0.93,18.06,0.1882
POA3213,4753,39,2141,832,2319,350,1897,3,923,687,543,602,19.42,14.45,11.42,12.67,849,873,17.86,18.37,244,5.13,1762,410,24,1314,134.09,31.2,1261,277,1537,82.04,18.02,250,28,16.27,1.82,17,281,587,632,1537,1.11,79.31,575,770,163,1537,37.41,50.1,10.61,87.51,9,9,0,1593,33,381,2506,0.72,63.57,1.32,15.2,0.1635
POA3214,24500,36,1063,523,1308,270,1265,2.4,4303,3547,3861,4038,17.56,14.48,15.76,16.48,6214,5327,25.36,21.74,2438,9.95,5204,5241,403,5969,87.18,87.8,5797,3517,9312,62.25,37.77,3075,440,33.02,4.73,1108,3882,2781,1317,9312,11.9,44.01,2456,2253,4223,9312,26.37,24.19,45.35,50.57,61,162,0,5800,145,702,8831,2.53,65.68,1.64,7.95,0.254
POA3215,21994,41,1452,732,1928,340,1625,2.3,3504,2425,3335,4903,15.93,11.03,15.16,22.29,5386,5074,24.49,23.07,1874,8.52,6063,2741,202,5872,103.25,46.68,5781,3086,8867,65.2,34.8,2764,323,31.17,3.64,557,3427,3356,1391,8867,6.28,53.54,3356,2619,2647,8867,37.85,29.54,29.85,67.38,63,101,0,6248,151,1827,10451,1.57,59.78,1.44,17.48,0.2342
POA3216,60123,38,1724,782,2203,360,1733,2.5,10321,8520,8409,11723,17.17,14.17,13.99,19.5,10767,6975,17.91,11.6,3946,6.56,19167,5476,469,15611,122.78,35.08,15391,7093,22490,68.43,31.54,6106,986,27.15,4.38,1066,7827,9236,4112,22490,4.74,59.35,7890,7939,5855,22490,35.08,35.3,26.03,70.38,130,286,3,17475,400,5872,30086,1.39,58.08,1.33,19.52,0.2088
POA3217,20499,30,2204,1011,2329,425,1842,2.8,5003,2533,4741,1603,24.41,12.36,23.13,7.82,3843,2878,18.75,14.04,859,4.19,9218,2048,150,5552,166.03,36.89,5460,1478,6939,78.69,21.3,1068,410,15.39,5.91,76,1840,3614,1352,6939,1.1,71.57,1013,3751,2057,6939,14.6,54.06,29.64,68.66,71,60,0,7235,53,2201,11660,1.12,62.05,0.45,18.88,0.1928
POA3218,14942,37,1752,958,2464,330,1950,2.3,2757,1616,2530,2105,18.45,10.82,16.93,14.09,2342,1620,15.67,10.84,697,4.66,5127,1386,105,3905,131.29,35.49,3872,2474,6345,61.02,38.99,2180,295,34.36,4.65,525,2596,2344,809,6345,8.27,49.69,1786,2110,2311,6345,28.15,33.25,36.42,61.4,61,74,0,4364,256,1921,8176,1.65,53.38,3.13,23.5,0.1884
POA3219,20309,42,1228,679,1646,305,1408,2.2,2950,2432,3107,4235,14.53,11.97,15.3,20.85,2894,1715,14.25,8.44,1769,8.71,4449,3004,250,5221,85.21,57.54,5140,3502,8645,59.46,40.51,3097,406,35.82,4.7,729,3647,2853,1266,8645,8.43,47.65,2660,2575,3122,8645,30.77,29.79,36.11,60.56,49,108,0,5753,186,1332,9419,1.67,61.08,1.97,14.14,0.2484
POA3220,17270,40,1891,948,2649,360,2100,2.3,2776,2213,2430,3193,16.07,12.81,14.07,18.49,2993,1975,17.33,11.44,781,4.52,5178,1285,118,4345,119.17,29.57,4317,2619,6934,62.26,37.77,2262,355,32.62,5.12,547,2808,2562,955,6934,7.89,50.72,2460,1914,2429,6934,35.48,27.6,35.03,63.08,63,79,0,4352,723,2170,9091,1.56,47.87,7.95,23.87,0.1904
POA3221,801,43,2481,977,2961,370,2167,3,165,99,57,136,20.6,12.36,7.12,16.98,66,17,8.24,2.12,15,1.87,297,72,6,233,127.47,30.9,222,35,261,85.06,13.41,36,3,13.79,1.15,3,27,119,113,261,1.15,88.89,127,106,20,261,48.66,40.61,7.66,89.27,0,0,0,240,8,100,419,0,57.28,1.91,23.87,0.1491
POA3222,18576,45,1466,714,1848,375,1700,2.5,3216,1872,1871,4714,17.31,10.08,10.07,25.38,2778,871,14.95,4.69,1322,7.12,5567,2074,134,5399,103.11,38.41,5325,1857,7182,74.14,25.86,1710,152,23.81,2.12,162,2375,2958,1616,7182,2.26,63.69,2955,2626,1378,7182,41.14,36.56,19.19,77.71,18,37,3,5151,109,1436,8416,0.69,61.2,1.3,17.06,0.2558
POA3223,9536,59,1139,605,1429,340,1667,2.1,1003,594,627,3698,10.52,6.23,6.58,38.78,1569,653,16.45,6.85,693,7.27,1659,780,90,2799,59.27,27.87,2760,1373,4135,66.75,33.2,1282,93,31,2.25,117,1581,1670,700,4135,2.83,57.32,2174,935,862,4135,52.58,22.61,20.85,75.19,6,17,4,1870,66,810,3485,0.77,53.66,1.89,23.24,0.2985
POA3224,15101,43,1539,740,1907,370,1625,2.5,2621,1601,1768,3630,17.36,10.6,11.71,24.04,2055,980,13.61,6.49,986,6.53,4617,1664,99,4303,107.3,38.67,4220,1481,5699,74.05,25.99,1375,105,24.13,1.84,158,1860,2321,1302,5699,2.77,63.57,2162,2264,985,5699,37.94,39.73,17.28,77.66,15,55,0,4559,92,1032,7093,0.99,64.27,1.3,14.55,0.2404
POA3225,5408,61,1508,816,1954,400,2000,2.1,626,351,277,2344,11.58,6.49,5.12,43.34,613,192,11.34,3.55,355,6.56,1142,317,15,1561,73.16,20.31,1549,730,2273,68.15,32.12,705,19,31.02,0.84,64,887,971,321,2273,2.82,56.84,1329,506,308,2273,58.47,22.26,13.55,80.73,7,4,0,957,56,643,2106,0.52,45.44,2.66,30.53,0.2653
POA3226,17714,43,1837,856,2299,420,2000,2.5,3548,1602,1584,3941,20.03,9.04,8.94,22.25,2007,604,11.33,3.41,775,4.38,6365,1542,59,4949,128.61,31.16,4905,1666,6567,74.69,25.37,1519,146,23.13,2.22,147,2072,3048,1228,6567,2.24,65.11,2696,2454,1214,6567,41.05,37.37,18.49,78.42,16,23,0,4610,162,2078,8481,0.46,54.36,1.91,24.5,0.2286
POA3227,5459,47,2228,1017,2721,440,2251,2.5,1050,505,298,1328,19.23,9.25,5.46,24.33,554,87,10.15,1.59,162,2.97,1961,357,36,1509,129.95,23.66,1492,469,1959,76.16,23.94,438,32,22.36,1.63,31,526,980,397,1959,1.58,70.29,938,667,286,1959,47.88,34.05,14.6,81.93,8,10,0,1203,53,783,2530,0.71,47.55,2.09,30.95,0.1975
POA3228,24181,40,2282,1005,2630,500,2167,2.7,5310,2377,2397,4108,21.96,9.83,9.91,16.99,3087,1104,12.77,4.57,800,3.31,10020,1640,101,6478,154.68,25.32,6393,1895,8292,77.1,22.85,1603,290,19.33,3.5,128,2279,4060,1757,8292,1.54,70.15,2900,3449,1663,8292,34.97,41.59,20.06,76.57,26,24,4,6203,254,3539,12168,0.44,50.98,2.09,29.08,0.2191
POA3230,3208,54,1701,852,2156,405,2167,2.2,459,226,254,1021,14.31,7.04,7.92,31.83,317,109,9.88,3.4,143,4.46,829,172,8,859,96.51,20.02,853,392,1245,68.51,31.49,354,38,28.43,3.05,37,413,576,207,1245,2.97,62.89,637,323,219,1245,51.16,25.94,17.59,77.11,4,0,0,675,50,441,1460,0.27,46.23,3.42,30.21,0.2381
POA3231,1571,56,1785,966,2215,350,2167,2.2,176,116,99,488,11.2,7.38,6.3,31.06,182,48,11.58,3.06,50,3.18,316,99,12,449,70.38,22.05,444,189,637,69.7,29.67,179,8,28.1,1.26,13,247,261,110,637,2.04,58.24,371,172,67,637,58.24,27,10.52,85.24,0,0,0,304,19,295,754,0,40.32,2.52,39.12,0.1961
POA3232,1327,56,1525,893,1952,363,2167,2.1,125,108,172,452,9.42,8.14,12.96,34.06,220,116,16.58,8.74,55,4.14,207,89,11,305,67.87,29.18,303,203,502,60.36,40.44,175,25,34.86,4.98,21,205,168,104,502,4.18,54.18,264,88,114,502,52.59,17.53,22.71,70.12,0,0,0,279,60,126,602,0,46.35,9.97,20.93,0.238
