year,suburb_key,postcode,suburb_name,lga_key,lga_name,total_offences,person_offences,property_offences,disorder_offences,other_offences,total_offence_percentile,person_crime_percentile,property_crime_percentile,disorder_crime_percentile,crime_context_score,crime_context_label,crime_context_summary,crime_context_score_raw
2025,TOTTENHAM,3012,Tottenham,MARIBYRNONG,Maribyrnong,194,18,146,30,0,0.7974,0.75,0.8236,0.7565,25.6,Higher crime context,"This suburb shows higher crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",22.7
2025,TOURELLO,3363,Tourello,BALLARAT,Ballarat,3,0,3,0,0,0.2182,0.1455,0.3533,0.1417,89.3,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",79.3
2025,TOWANINNY,3527,Towaninny,BULOKE; GANNAWARRA,Buloke; Gannawarra,2,0,2,0,0,0.1467,0.1455,0.2661,0.1417,92.2,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",81.9
2025,TOWER HILL,3283,Tower Hill,MOYNE,Moyne,2,0,2,0,0,0.1467,0.1455,0.2661,0.1417,92.2,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",81.9
2025,TOWONG,3707,Towong,TOWONG,Towong,4,1,2,1,0,0.2791,0.3566,0.2661,0.3474,75.7,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",67.2
2025,TOWONG UPPER,3707,Towong Upper,TOWONG,Towong,5,1,0,4,0,0.3319,0.3566,0.0351,0.5339,79.3,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Public/drug/disorder offences are the largest recorded component; use this as context, not as a judgement of the suburb.",70.4
2025,TRAFALGAR,3824,Trafalgar,BAW BAW,Baw Baw,351,75,190,86,0,0.8451,0.8704,0.8393,0.8512,16.1,Higher crime context,"This suburb shows higher crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",14.3
2025,TRAFALGAR EAST,3824,Trafalgar East,BAW BAW,Baw Baw,40,3,21,16,0,0.6791,0.5314,0.6829,0.7088,43.7,Moderate crime context,"This suburb shows moderate crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",38.8
2025,TRAFALGAR SOUTH,3824,Trafalgar South,BAW BAW,Baw Baw,10,0,8,2,0,0.4701,0.1455,0.561,0.4423,75.5,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",67.0
2025,TRAGOWEL,3579,Tragowel,GANNAWARRA,Gannawarra,6,0,5,1,0,0.3729,0.1455,0.4695,0.3474,80.7,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",71.7
2025,TRARALGON,3844,Traralgon,LATROBE,Latrobe,4083,707,2174,1201,1,0.9916,0.9954,0.9887,0.9916,0.8,Higher crime context,"This suburb shows higher crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",0.7
2025,TRARALGON EAST,3844,Traralgon East,LATROBE,Latrobe,212,25,140,47,0,0.8056,0.7747,0.82,0.7977,23.3,Higher crime context,"This suburb shows higher crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",20.7
2025,TRARALGON SOUTH,3844,Traralgon South,LATROBE,Latrobe,8,0,7,1,0,0.427,0.1455,0.5389,0.3474,78.4,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",69.6
2025,TRAVANCORE,3032,Travancore,MOONEE VALLEY,Moonee Valley,177,17,138,22,0,0.7897,0.7456,0.8194,0.7352,26.4,Higher crime context,"This suburb shows higher crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",23.4
2025,TRAWALLA,3373,Trawalla,PYRENEES,Pyrenees,25,1,15,8,1,0.6154,0.3566,0.6446,0.6288,56.6,Moderate crime context,"This suburb shows moderate crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",50.3
2025,TRAWOOL,3660,Trawool,MITCHELL,Mitchell,8,0,4,4,0,0.427,0.1455,0.4181,0.5339,78.3,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",69.5
2025,TRAYNORS LAGOON,3477,Traynors Lagoon,NORTHERN GRAMPIANS,Northern Grampians,2,0,2,0,0,0.1467,0.1455,0.2661,0.1417,92.2,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",81.9
2025,TREMONT,3785,Tremont,YARRA RANGES,Yarra Ranges,5,1,4,0,0,0.3319,0.3566,0.4181,0.1417,75.2,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",66.8
2025,TRENTHAM,3458,Trentham,HEPBURN,Hepburn,32,2,25,5,0,0.644,0.4643,0.7021,0.5681,50.0,Moderate crime context,"This suburb shows moderate crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",44.4
2025,TRENTHAM EAST,3458,Trentham East,HEPBURN; MACEDON RANGES,Hepburn; Macedon Ranges,2,0,2,0,0,0.1467,0.1455,0.2661,0.1417,92.2,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",81.9
2025,TRESCO,3583,Tresco,SWAN HILL,Swan Hill,10,2,2,6,0,0.4701,0.4643,0.2661,0.5926,64.2,Moderate crime context,"This suburb shows moderate crime context compared with other suburbs in the latest crime dataset. Public/drug/disorder offences are the largest recorded component; use this as context, not as a judgement of the suburb.",57.0
2025,TRESCO WEST,3584,Tresco West,SWAN HILL,Swan Hill,2,0,2,0,0,0.1467,0.1455,0.2661,0.1417,92.2,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",81.9
2025,TRIDA,3953,Trida,SOUTH GIPPSLAND,South Gippsland,1,0,1,0,0,0.0546,0.1455,0.1419,0.1417,96.4,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",85.6
2025,TRUGANINA,3029,Truganina,MELTON; WYNDHAM,Melton; Wyndham,3346,544,2306,489,7,0.987,0.9875,0.9904,0.9657,1.8,Higher crime context,"This suburb shows higher crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",1.6
2025,TUBBUT,3888,Tubbut,EAST GIPPSLAND,East Gippsland,3,0,0,3,0,0.2182,0.1455,0.0351,0.4935,92.1,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Public/drug/disorder offences are the largest recorded component; use this as context, not as a judgement of the suburb.",81.8
2025,TUERONG,3915,Tuerong,MORNINGTON PENINSULA,Mornington Peninsula,33,3,25,5,0,0.6515,0.5314,0.7021,0.5681,46.2,Moderate crime context,"This suburb shows moderate crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",41.0
2025,TULLAMARINE,3043,Tullamarine,BRIMBANK; HUME; MERRI-BEK,Brimbank; Hume; Merri-bek,1232,139,919,163,11,0.9369,0.9224,0.9538,0.902,8.1,Higher crime context,"This suburb shows higher crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",7.2
2025,TUNGAMAH,3728,Tungamah,MOIRA,Moira,19,8,5,6,0,0.5782,0.6777,0.4695,0.5926,45.3,Moderate crime context,"This suburb shows moderate crime context compared with other suburbs in the latest crime dataset. Personal-safety offences are the largest recorded component; use this as context, not as a judgement of the suburb.",40.2
2025,TUROAR,3546,Turoar,SWAN HILL,Swan Hill,1,0,1,0,0,0.0546,0.1455,0.1419,0.1417,96.4,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",85.6
2025,TURTONS CREEK,3960,Turtons Creek,SOUTH GIPPSLAND,South Gippsland,6,0,6,0,0,0.3729,0.1455,0.5084,0.1417,84.0,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",74.6
2025,TYAAK,3658,Tyaak,MITCHELL,Mitchell,6,0,5,1,0,0.3729,0.1455,0.4695,0.3474,80.7,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",71.7
2025,TYABB,3913,Tyabb,MORNINGTON PENINSULA,Mornington Peninsula,150,21,82,47,0,0.7784,0.7615,0.782,0.7977,25.3,Higher crime context,"This suburb shows higher crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",22.5
2025,TYERS,3844,Tyers,LATROBE,Latrobe,41,4,21,16,0,0.6816,0.5759,0.6829,0.7088,41.1,Moderate crime context,"This suburb shows moderate crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",36.5
2025,TYLDEN,3444,Tylden,MACEDON RANGES,Macedon Ranges,12,4,3,5,0,0.5048,0.5759,0.3533,0.5681,55.4,Moderate crime context,"This suburb shows moderate crime context compared with other suburbs in the latest crime dataset. Public/drug/disorder offences are the largest recorded component; use this as context, not as a judgement of the suburb.",49.2
2025,TYNONG,3813,Tynong,CARDINIA,Cardinia,25,8,14,3,0,0.6154,0.6777,0.6346,0.4935,41.9,Moderate crime context,"This suburb shows moderate crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",37.2
2025,TYNONG NORTH,3813,Tynong North,CARDINIA,Cardinia,45,7,28,10,0,0.6919,0.6587,0.7111,0.6538,36.8,Moderate crime context,"This suburb shows moderate crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",32.7
2025,TYNTYNDER,3586,Tyntynder,SWAN HILL,Swan Hill,4,1,2,1,0,0.2791,0.3566,0.2661,0.3474,75.7,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",67.2
2025,TYNTYNDER SOUTH,3586,Tyntynder South,SWAN HILL,Swan Hill,9,5,2,2,0,0.45,0.6093,0.2661,0.4423,59.3,Moderate crime context,"This suburb shows moderate crime context compared with other suburbs in the latest crime dataset. Personal-safety offences are the largest recorded component; use this as context, not as a judgement of the suburb.",52.7
2025,TYRENDARRA,3285,Tyrendarra,GLENELG,Glenelg,15,6,3,6,0,0.5418,0.6352,0.3533,0.5926,51.6,Moderate crime context,"This suburb shows moderate crime context compared with other suburbs in the latest crime dataset. Personal-safety offences are the largest recorded component; use this as context, not as a judgement of the suburb.",45.8
2025,TYRENDARRA EAST,3285,Tyrendarra East,MOYNE,Moyne,1,0,0,1,0,0.0546,0.1455,0.0351,0.3474,95.4,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Public/drug/disorder offences are the largest recorded component; use this as context, not as a judgement of the suburb.",84.7
2025,TYRRELL DOWNS,3533,Tyrrell Downs,BULOKE,Buloke,1,0,1,0,0,0.0546,0.1455,0.1419,0.1417,96.4,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",85.6
2025,ULLSWATER,3318,Ullswater,WEST WIMMERA,West Wimmera,5,0,0,5,0,0.3319,0.1455,0.0351,0.5681,90.4,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Public/drug/disorder offences are the largest recorded component; use this as context, not as a judgement of the suburb.",80.3
2025,ULTIMA,3544,Ultima,SWAN HILL,Swan Hill,3,1,1,1,0,0.2182,0.3566,0.1419,0.3474,80.0,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Personal-safety offences are the largest recorded component; use this as context, not as a judgement of the suburb.",71.0
2025,ULUPNA,3641,Ulupna,MOIRA,Moira,2,0,2,0,0,0.1467,0.1455,0.2661,0.1417,92.2,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",81.9
2025,UNDERA,3629,Undera,GREATER SHEPPARTON,Greater Shepparton,16,2,14,0,0,0.5531,0.4643,0.6346,0.1417,61.8,Moderate crime context,"This suburb shows moderate crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",54.9
2025,UNDERBOOL,3509,Underbool,MILDURA,Mildura,5,3,2,0,0,0.3319,0.5314,0.2661,0.1417,70.5,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Personal-safety offences are the largest recorded component; use this as context, not as a judgement of the suburb.",62.6
2025,UPPER FERNTREE GULLY,3156,Upper Ferntree Gully,KNOX; YARRA RANGES,Knox; Yarra Ranges,250,33,161,53,3,0.8184,0.7983,0.8286,0.8083,21.5,Higher crime context,"This suburb shows higher crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",19.1
2025,UPPER GUNDOWRING,3691,Upper Gundowring,ALPINE,Alpine,3,0,0,3,0,0.2182,0.1455,0.0351,0.4935,92.1,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Public/drug/disorder offences are the largest recorded component; use this as context, not as a judgement of the suburb.",81.8
2025,UPPER PLENTY,3756,Upper Plenty,MITCHELL,Mitchell,25,7,13,3,2,0.6154,0.6587,0.6252,0.4935,43.2,Moderate crime context,"This suburb shows moderate crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",38.4
2025,UPWEY,3158,Upwey,YARRA RANGES,Yarra Ranges,232,28,167,37,0,0.814,0.7845,0.8307,0.7751,23.0,Higher crime context,"This suburb shows higher crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",20.4
2025,VALENCIA CREEK,3860,Valencia Creek,WELLINGTON,Wellington,15,4,6,5,0,0.5418,0.5759,0.5084,0.5681,50.2,Moderate crime context,"This suburb shows moderate crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",44.6
2025,VASEY,3407,Vasey,SOUTHERN GRAMPIANS,Southern Grampians,1,0,0,1,0,0.0546,0.1455,0.0351,0.3474,95.4,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Public/drug/disorder offences are the largest recorded component; use this as context, not as a judgement of the suburb.",84.7
2025,VAUGHAN,3451,Vaughan,MOUNT ALEXANDER,Mount Alexander,1,0,1,0,0,0.0546,0.1455,0.1419,0.1417,96.4,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",85.6
2025,VECTIS,3401,Vectis,HORSHAM,Horsham,8,3,3,1,1,0.427,0.5314,0.3533,0.3474,63.0,Moderate crime context,"This suburb shows moderate crime context compared with other suburbs in the latest crime dataset. Personal-safety offences are the largest recorded component; use this as context, not as a judgement of the suburb.",55.9
2025,VENTNOR,3922,Ventnor,BASS COAST,Bass Coast,34,15,13,6,0,0.657,0.7377,0.6252,0.5926,36.6,Moderate crime context,"This suburb shows moderate crime context compared with other suburbs in the latest crime dataset. Personal-safety offences are the largest recorded component; use this as context, not as a judgement of the suburb.",32.5
2025,VENUS BAY,3956,Venus Bay,SOUTH GIPPSLAND,South Gippsland,88,12,34,41,1,0.7387,0.7184,0.7276,0.7849,30.0,Higher crime context,"This suburb shows higher crime context compared with other suburbs in the latest crime dataset. Public/drug/disorder offences are the largest recorded component; use this as context, not as a judgement of the suburb.",26.6
2025,VERMONT,3133,Vermont,MAROONDAH; WHITEHORSE,Maroondah; Whitehorse,451,58,301,92,0,0.8639,0.8489,0.875,0.8574,16.0,Higher crime context,"This suburb shows higher crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",14.2
2025,VERMONT SOUTH,3133,Vermont South,WHITEHORSE,Whitehorse,661,85,475,101,0,0.8938,0.8802,0.9072,0.8637,13.0,Higher crime context,"This suburb shows higher crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",11.5
2025,VERVALE,3814,Vervale,CARDINIA,Cardinia,1,0,0,1,0,0.0546,0.1455,0.0351,0.3474,95.4,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Public/drug/disorder offences are the largest recorded component; use this as context, not as a judgement of the suburb.",84.7
2025,VICTORIA VALLEY,3294,Victoria Valley,SOUTHERN GRAMPIANS,Southern Grampians,1,0,1,0,0,0.0546,0.1455,0.1419,0.1417,96.4,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",85.6
2025,VIEWBANK,3084,Viewbank,BANYULE,Banyule,156,26,110,20,0,0.7814,0.778,0.8031,0.7264,25.3,Higher crime context,"This suburb shows higher crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",22.5
2025,VINIFERA,3591,Vinifera,SWAN HILL,Swan Hill,4,2,1,1,0,0.2791,0.4643,0.1419,0.3474,73.9,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Personal-safety offences are the largest recorded component; use this as context, not as a judgement of the suburb.",65.6
2025,VIOLET TOWN,3669,Violet Town,STRATHBOGIE,Strathbogie,29,5,17,7,0,0.6317,0.6093,0.6607,0.6114,42.2,Moderate crime context,"This suburb shows moderate crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",37.5
2025,WAAIA,3637,Waaia,MOIRA,Moira,56,12,13,31,0,0.7122,0.7184,0.6252,0.759,33.9,Moderate crime context,"This suburb shows moderate crime context compared with other suburbs in the latest crime dataset. Public/drug/disorder offences are the largest recorded component; use this as context, not as a judgement of the suburb.",30.1
2025,WAANYARRA,3551,Waanyarra,LODDON,Loddon,3,2,1,0,0,0.2182,0.4643,0.1419,0.1417,78.5,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Personal-safety offences are the largest recorded component; use this as context, not as a judgement of the suburb.",69.7
2025,WAARRE,3269,Waarre,CORANGAMITE,Corangamite,6,1,0,5,0,0.3729,0.3566,0.0351,0.5681,78.6,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Public/drug/disorder offences are the largest recorded component; use this as context, not as a judgement of the suburb.",69.8
2025,WAHGUNYAH,3687,Wahgunyah,INDIGO,Indigo,37,9,11,17,0,0.6689,0.6902,0.6049,0.714,37.3,Moderate crime context,"This suburb shows moderate crime context compared with other suburbs in the latest crime dataset. Public/drug/disorder offences are the largest recorded component; use this as context, not as a judgement of the suburb.",33.1
2025,WAHRING,3608,Wahring,STRATHBOGIE,Strathbogie,16,0,11,5,0,0.5531,0.1455,0.6049,0.5681,71.2,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",63.2
2025,WAIL,3401,Wail,HORSHAM,Horsham,5,0,5,0,0,0.3319,0.1455,0.4695,0.1417,85.4,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",75.8
2025,WAIREWA,3887,Wairewa,EAST GIPPSLAND,East Gippsland,3,0,2,1,0,0.2182,0.1455,0.2661,0.3474,87.6,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",77.8
2025,WAL WAL,3385,Wal Wal,NORTHERN GRAMPIANS,Northern Grampians,7,0,7,0,0,0.4009,0.1455,0.5389,0.1417,83.0,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",73.7
2025,WALDARA,3678,Waldara,WANGARATTA,Wangaratta,6,0,5,1,0,0.3729,0.1455,0.4695,0.3474,80.7,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",71.7
2025,WALHALLA,3825,Walhalla,BAW BAW,Baw Baw,4,2,0,2,0,0.2791,0.4643,0.0351,0.4423,75.3,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Personal-safety offences are the largest recorded component; use this as context, not as a judgement of the suburb.",66.9
2025,WALKERVILLE,3956,Walkerville,SOUTH GIPPSLAND,South Gippsland,8,0,6,2,0,0.427,0.1455,0.5084,0.4423,77.3,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",68.6
2025,WALLACE,3352,Wallace,MOORABOOL,Moorabool,15,1,12,2,0,0.5418,0.3566,0.6154,0.4423,61.8,Moderate crime context,"This suburb shows moderate crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",54.9
2025,WALLACEDALE,3303,Wallacedale,GLENELG,Glenelg,1,0,1,0,0,0.0546,0.1455,0.1419,0.1417,96.4,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",85.6
2025,WALLAN,3756,Wallan,MITCHELL,Mitchell,1548,299,666,578,5,0.9536,0.9655,0.9306,0.9732,4.8,Higher crime context,"This suburb shows higher crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",4.3
2025,WALLINDUC,3351,Wallinduc,GOLDEN PLAINS,Golden Plains,1,0,1,0,0,0.0546,0.1455,0.1419,0.1417,96.4,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",85.6
2025,WALLINGTON,3222,Wallington,GREATER GEELONG,Greater Geelong,101,15,66,20,0,0.7527,0.7377,0.769,0.7264,28.7,Higher crime context,"This suburb shows higher crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",25.5
2025,WALMER,3463,Walmer,MOUNT ALEXANDER,Mount Alexander,4,0,3,1,0,0.2791,0.1455,0.3533,0.3474,84.7,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",75.2
2025,WALPA,3875,Walpa,EAST GIPPSLAND,East Gippsland,4,2,2,0,0,0.2791,0.4643,0.2661,0.1417,74.3,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Personal-safety offences are the largest recorded component; use this as context, not as a judgement of the suburb.",66.0
2025,WALPEUP,3507,Walpeup,MILDURA,Mildura,9,6,3,0,0,0.45,0.6352,0.3533,0.1417,61.7,Moderate crime context,"This suburb shows moderate crime context compared with other suburbs in the latest crime dataset. Personal-safety offences are the largest recorded component; use this as context, not as a judgement of the suburb.",54.8
2025,WALWA,3709,Walwa,TOWONG,Towong,8,1,5,2,0,0.427,0.3566,0.4695,0.4423,66.7,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",59.2
2025,WANDANA HEIGHTS,3216,Wandana Heights,GREATER GEELONG,Greater Geelong,36,6,21,9,0,0.6647,0.6352,0.6829,0.6423,39.3,Moderate crime context,"This suburb shows moderate crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",34.9
2025,WANDELLA,3579,Wandella,GANNAWARRA,Gannawarra,3,0,0,3,0,0.2182,0.1455,0.0351,0.4935,92.1,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Public/drug/disorder offences are the largest recorded component; use this as context, not as a judgement of the suburb.",81.8
2025,WANDILIGONG,3744,Wandiligong,ALPINE,Alpine,3,0,3,0,0,0.2182,0.1455,0.3533,0.1417,89.3,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",79.3
2025,WANDIN EAST,3139,Wandin East,YARRA RANGES,Yarra Ranges,12,0,8,4,0,0.5048,0.1455,0.561,0.5339,73.4,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",65.2
2025,WANDIN NORTH,3139,Wandin North,YARRA RANGES,Yarra Ranges,100,24,52,24,0,0.7515,0.7713,0.754,0.7412,27.0,Higher crime context,"This suburb shows higher crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",24.0
2025,WANDO VALE,3312,Wando Vale,GLENELG,Glenelg,4,0,0,4,0,0.2791,0.1455,0.0351,0.5339,91.2,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Public/drug/disorder offences are the largest recorded component; use this as context, not as a judgement of the suburb.",81.0
2025,WANDONG,3758,Wandong,MITCHELL,Mitchell,148,27,63,58,0,0.7774,0.7809,0.7665,0.8186,24.3,Higher crime context,"This suburb shows higher crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",21.6
2025,WANGANDARY,3678,Wangandary,WANGARATTA,Wangaratta,2,0,2,0,0,0.1467,0.1455,0.2661,0.1417,92.2,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",81.9
2025,WANGARATTA,3677,Wangaratta,WANGARATTA,Wangaratta,2466,389,968,1103,6,0.9745,0.977,0.9565,0.99,3.0,Higher crime context,"This suburb shows higher crime context compared with other suburbs in the latest crime dataset. Public/drug/disorder offences are the largest recorded component; use this as context, not as a judgement of the suburb.",2.7
2025,WANGARATTA SOUTH,3678,Wangaratta South,WANGARATTA,Wangaratta,33,8,19,6,0,0.6515,0.6777,0.672,0.5926,38.4,Moderate crime context,"This suburb shows moderate crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",34.1
2025,WANGOOM,3279,Wangoom,MOYNE,Moyne,11,4,5,2,0,0.4898,0.5759,0.4695,0.4423,54.4,Moderate crime context,"This suburb shows moderate crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",48.3
2025,WANNON,3301,Wannon,SOUTHERN GRAMPIANS,Southern Grampians,8,0,4,4,0,0.427,0.1455,0.4181,0.5339,78.3,Low crime context,"This suburb shows low crime context compared with other suburbs in the latest crime dataset. Property-related offences are the largest recorded component; use this as context, not as a judgement of the suburb.",69.5
